timestamp,attack_present,attack_tactic,network_only_score,provenance_only_score,late_fusion_score
1701563280.0,False,normal,0.053242857511771234,0.735931043168581,0.07710529448263027
1701563340.0,False,normal,1.7040318878945557e-05,0.3074274047225576,1.3235257326842175e-05
1701563400.0,False,normal,7.638915493167668e-06,0.0058784535403235945,1.3600046543909899e-05
1701563460.0,False,normal,7.998011966318634e-06,0.0009076709543987719,8.755066624870553e-06
1701563520.0,False,normal,0.7958245694685078,0.005629148886888319,0.2921424288140804
1701563580.0,False,normal,1.449416135306203e-05,0.3074274047225576,1.3724660784444598e-05
1701563640.0,False,normal,0.08650373112576926,0.3074274047225576,0.9448285863611708
1701563700.0,True,command_and_control,1.5215124421014472e-05,0.09218276940383535,2.8267034445284257e-05
1701563760.0,True,discovery,0.98523304091439,0.3074274047225576,0.8100354868045222
1701563820.0,False,normal,0.0002520725697742514,2.0884961337810493e-05,2.2375134057613675e-05
1701563880.0,False,normal,1.6124783215856865e-05,0.3074274047225576,1.1360792409929707e-05
1701563940.0,False,normal,9.207641024879421e-06,0.0005077935805808397,8.813304135235552e-06
1701564000.0,False,normal,7.699243376033751e-06,0.0005077935805808397,8.829247083866906e-06
1701564060.0,False,normal,1.0907943928094512e-05,0.0005077935805808397,9.370268657293806e-06
1701564120.0,False,normal,3.250701287449998e-05,2.0884961337810493e-05,2.1707482597550962e-05
1701564180.0,False,normal,1.7633551514646298e-05,0.735931043168581,3.699997448739261e-05
1701564240.0,False,normal,1.2657055997203616e-05,0.3074274047225576,1.396631527539836e-05
1701564300.0,False,normal,1.5081480093393986e-05,0.3074274047225576,9.79356557101527e-06
1701564360.0,False,normal,1.6211661646622027e-05,0.0009076709543987719,2.468197875224366e-05
1701564420.0,False,normal,1.3648043836952411e-05,0.005629148886888319,1.051426855537087e-05
1701564480.0,False,normal,8.840254915747721e-05,0.0005077935805808397,0.00018834795507223203
1701564540.0,False,normal,7.506703535009199e-06,0.0005077935805808397,7.232431176212813e-06
1701564600.0,False,normal,3.9448399223705966e-05,0.3074274047225576,3.8125051378015135e-05
1701564660.0,False,normal,6.621604826553253e-06,0.3074274047225576,8.053333288459804e-06
1701564720.0,False,normal,1.3365577113767872e-05,2.0884961337810493e-05,7.085137979731848e-06
1701564780.0,False,normal,9.359871827942833e-06,0.3074274047225576,8.732076479692119e-06
1701564840.0,False,normal,0.000155525423237002,0.0005077935805808397,2.8133192645870793e-05
1701564900.0,False,normal,7.511240576037463e-06,0.0005077935805808397,6.599953881920122e-06
1701564960.0,False,normal,2.4753558421475993e-05,0.735931043168581,1.903908851077121e-05
1701565020.0,False,normal,1.9552809245897105e-05,2.085358062744043e-05,1.1771774514234702e-05
1701565080.0,False,normal,1.2658628667833674e-05,0.3074274047225576,1.198727213363934e-05
1701565140.0,False,normal,5.7600402445922384e-06,0.3074274047225576,6.431103183435347e-06
1701565200.0,False,normal,2.513597741839651e-05,0.3074274047225576,2.0045142576706848e-05
1701565260.0,False,normal,4.360050478827516e-05,2.9685406532470374e-05,5.449790516284057e-05
1701565320.0,False,normal,9.645643439941629e-06,2.0884961337810493e-05,1.1892520476805129e-05
1701565380.0,False,normal,8.056526553519567e-06,0.9999068448295665,2.070777228902332e-05
1701565440.0,False,normal,2.1289889862232012e-05,0.0005077935805808397,2.0147656564442847e-05
1701565500.0,False,normal,9.928818313809359e-06,0.0005077935805808397,9.497510115323247e-06
1701565560.0,False,normal,0.001158677988377026,0.0005077935805808397,0.0008952665275858156
1701565620.0,False,normal,6.8345622735745895e-06,2.0884961337810493e-05,8.086419932092707e-06
1701565680.0,False,normal,0.0037719695003144652,0.0005077935805808397,0.0007745086213715147
1701565740.0,False,normal,9.928818313809359e-06,0.0005077935805808397,7.729776929036707e-06
1701565800.0,False,normal,1.1139779101910297e-05,0.0005077935805808397,1.0289552756415664e-05
1701565860.0,False,normal,1.1294128143015178e-05,0.0005077935805808397,9.524096204846599e-06
1701565920.0,False,normal,0.00022192908538890287,2.0884961337810493e-05,0.00018978569668820679
1701565980.0,False,normal,1.2376387231582108e-05,0.0005077935805808397,8.095240431209e-06
1701566040.0,False,normal,1.6359759962183255e-05,0.0005077935805808397,2.3030416485348635e-05
1701566100.0,False,normal,1.5007554421330562e-05,0.0005077935805808397,1.650511738614521e-05
1701566160.0,False,normal,1.0263372564721168e-05,0.0009076709543987719,1.1682875492014874e-05
1701566220.0,False,normal,8.474189525810365e-06,0.0008428201326724821,1.0089791702333563e-05
1701566280.0,False,normal,3.477541732354073e-05,0.0005077935805808397,3.420069962639829e-05
1701566340.0,False,normal,1.6475064886675108e-05,0.0005077935805808397,1.702363069396734e-05
1701566400.0,False,normal,6.969142833130629e-06,0.0005077935805808397,9.309407795829586e-06
1701566460.0,False,normal,0.00023151513064083147,0.0005077935805808397,0.0003139326756963023
1701566520.0,False,normal,0.008464202435745808,2.0884961337810493e-05,0.003432856102251671
1701566580.0,False,normal,1.0809075058868334e-05,0.3074274047225576,6.431103183435347e-06
1701566640.0,False,normal,3.387710016312838e-05,0.3074274047225576,2.4913501834326776e-05
1701566700.0,False,normal,1.3788830176279404e-05,0.3074274047225576,1.4376957784659795e-05
1701566760.0,False,normal,1.9782408740999338e-05,0.0005077935805808397,1.38073361604177e-05
1701566820.0,False,normal,1.160581931286479e-05,2.0884961337810493e-05,8.224322484989614e-06
1701566880.0,False,normal,6.969155223315955e-06,0.0005077935805808397,6.960276954286444e-06
1701566940.0,False,normal,1.2965140877146678e-05,0.0005077935805808397,9.084087940410846e-06
1701567000.0,False,normal,0.0018570841826201431,0.00017383342116793877,0.05862472043772125
1701567060.0,False,normal,0.00019429897826565666,0.0009076709543987719,1.3545734392148063e-05
1701567120.0,False,normal,6.990480041246313e-05,2.0884961337810493e-05,1.3728977935908097e-05
1701567180.0,False,normal,2.629836010730473e-05,0.3074274047225576,2.5999444624361088e-05
1701567240.0,False,normal,0.0002194372362638509,0.3074274047225576,0.02062780032652591
1701567300.0,False,normal,1.0923709495450541e-05,0.09218276940383535,8.850273487549686e-06
1701567360.0,True,discovery,1.8676958018032575e-05,4.381792667727091e-05,2.606907840408623e-05
1701567420.0,True,discovery,0.18592138247547665,0.005629148886888319,0.004445376991154234
1701567480.0,False,normal,0.0007280010800755165,0.0005077935805808397,0.021911738454634427
1701567540.0,False,normal,8.271840581789784e-06,0.0005077935805808397,7.825004105704943e-06
1701567600.0,False,normal,4.862461916014609e-05,0.0005077935805808397,2.5032401537512133e-05
1701567660.0,False,normal,8.293095556729725e-06,0.0005077935805808397,1.068657079163064e-05
1701567720.0,False,normal,1.4122294628792612e-05,2.0884961337810493e-05,1.7283910835214476e-05
1701567780.0,False,normal,1.386433046573818e-05,0.0005077935805808397,1.2102125015913361e-05
1701567840.0,False,normal,3.4818073162414974e-05,0.0005077935805808397,5.1235767563775424e-05
1701567900.0,False,normal,1.2664359869559106e-05,0.0005077935805808397,1.0969896824626087e-05
1701567960.0,False,normal,2.1954801682129606e-05,0.0009076709543987719,2.8712636230793556e-05
1701568020.0,False,normal,9.303209937602113e-06,2.0884961337810493e-05,8.773404735062182e-06
1701568080.0,False,normal,2.455179259134324e-05,0.0005077935805808397,1.486591783883507e-05
1701568140.0,False,normal,5.388429861340529e-06,0.0005077935805808397,5.957168120377492e-06
1701568200.0,False,normal,1.7215792348687533e-05,0.0005077935805808397,1.479884430264145e-05
1701568260.0,False,normal,8.476204488626498e-05,0.0005077935805808397,9.917467227192247e-06
1701568320.0,False,normal,6.671532525897157e-06,2.0884961337810493e-05,8.801181446654447e-06
1701568380.0,False,normal,4.6918880607303664e-05,0.0005077935805808397,9.116139862477802e-05
1701568440.0,False,normal,8.474189525810365e-06,0.0005077935805808397,8.111620774742594e-06
1701568500.0,False,normal,1.7029350366535202e-05,0.0005077935805808397,1.3740729237336475e-05
1701568560.0,False,normal,1.9454893232860362e-05,0.0005077935805808397,2.0318676967297362e-05
1701568620.0,False,normal,1.5348328076207737e-05,2.0884961337810493e-05,1.5789106799729156e-05
1701568680.0,False,normal,2.1612005756881844e-05,0.3074274047225576,1.4068231368077471e-05
1701568740.0,False,normal,0.00011763247614724112,0.3074274047225576,4.753827303721616e-05
1701568800.0,False,normal,8.508892902556739e-06,0.3074274047225576,1.2242536733117157e-05
1701568860.0,False,normal,8.627162533794157e-06,0.0009076709543987719,1.074619479168033e-05
1701568920.0,False,normal,0.00018347658983472033,2.0884961337810493e-05,0.00012042999553799045
1701568980.0,False,normal,0.0006180123860212251,0.0005077935805808397,3.4645016029587554e-05
1701569040.0,False,normal,0.29025422524388955,0.0005077935805808397,0.09194105451026874
1701569100.0,False,normal,6.595248931089543e-06,0.3074274047225576,7.038596275266938e-06
1701569160.0,False,normal,1.3875716334018451e-05,0.3074274047225576,1.472776120379571e-05
1701569220.0,False,normal,6.5952598004077355e-06,2.085358062744043e-05,6.4021180716084035e-06
1701569280.0,False,normal,0.026683744673284878,0.0005077935805808397,0.02071617039761299
1701569340.0,False,normal,0.0024779397379453127,0.9999068448295665,0.01338130024109018
1701569400.0,False,normal,1.028127952998909e-05,0.0005077935805808397,1.067608194191203e-05
1701569460.0,False,normal,1.0464544018890991e-05,0.0005077935805808397,8.734022823057385e-06
1701569520.0,False,normal,0.0018891103707010435,2.0884961337810493e-05,0.003404618436836049
1701569580.0,False,normal,8.392702399728997e-06,0.3074274047225576,8.694177823754465e-06
1701569640.0,False,normal,1.2729476332352413e-05,0.3074274047225576,1.1384910907964028e-05
1701569700.0,False,normal,0.004094581915906434,0.3074274047225576,0.007606552405128998
1701569760.0,False,normal,0.5352995914209295,0.0009076709543987719,0.13132819378166427
1701569820.0,False,normal,7.69169670596889e-05,0.0008428201326724821,0.00012102708174401388
1701569880.0,False,normal,1.1269429203632176e-05,0.0005077935805808397,7.798171113374515e-06
1701569940.0,False,normal,1.2730691779606198e-05,0.0005077935805808397,1.229303740095094e-05
1701570000.0,False,normal,3.1432967447869144e-05,0.3074274047225576,3.114203989545755e-05
1701570060.0,False,normal,0.0006929587510292423,0.3074274047225576,0.0001389455149416483
1701570120.0,False,normal,9.653413842178802e-06,2.085358062744043e-05,1.120846022902496e-05
1701570180.0,False,normal,5.7600402445922384e-06,0.0005077935805808397,6.870427844200292e-06
1701570240.0,False,normal,7.425809193180104e-06,0.9999068448295665,2.025676350463929e-05
1701570300.0,False,normal,1.5677967443557078e-05,0.0005077935805808397,8.010445888307694e-06
1701570360.0,False,normal,2.8648680521895262e-05,0.0005077935805808397,2.0317309060394148e-05
1701570420.0,False,normal,0.00010754937048040822,2.0884961337810493e-05,9.320629472328868e-05
1701570480.0,False,normal,2.1908546828609074e-05,0.3074274047225576,2.1826609525515707e-05
1701570540.0,False,normal,1.0003618311737616e-05,0.3074274047225576,8.75798642071825e-06
1701570600.0,False,normal,1.1310471471419475e-05,0.0058784535403235945,9.518755103505874e-06
1701570660.0,False,normal,3.1227628868381236e-05,4.511517985447913e-05,2.2699374056103783e-05
1701570720.0,False,normal,1.6296585983795962e-05,2.0884961337810493e-05,1.2405199151945012e-05
1701570780.0,False,normal,9.360242252789225e-06,0.0005077935805808397,9.370268657293806e-06
1701570840.0,False,normal,1.177255073092645e-05,0.0005077935805808397,2.0289969646562623e-05
1701570900.0,False,normal,7.646269248409705e-06,0.3074274047225576,6.6000924293023265e-06
1701570960.0,True,discovery,0.0036469548186444413,0.00043884470480518473,0.0005170148033450391
1701571020.0,True,discovery,3.2879517596264265e-05,2.085358062744043e-05,2.044554367539345e-05
1701571080.0,False,normal,7.562650841392606e-06,0.3074274047225576,7.459744696594433e-06
1701571140.0,False,normal,9.561992101164542e-06,0.0005077935805808397,2.045903493334618e-05
1701571200.0,False,normal,2.418899925179807e-05,0.0005077935805808397,7.362420029914536e-05
1701571260.0,False,normal,1.3236235238130114e-05,0.0005077935805808397,1.4837899749891653e-05
1701571320.0,False,normal,6.529975657655354e-06,2.0884961337810493e-05,6.4309766047661356e-06
1701571380.0,False,normal,7.978600908006072e-06,0.0005077935805808397,1.0136383278561288e-05
1701571440.0,False,normal,0.008036642656259545,0.0005077935805808397,0.00590772464290403
1701571500.0,False,normal,1.7136880387739964e-05,0.0005077935805808397,1.207388702505805e-05
1701571560.0,False,normal,0.0002074993295217721,2.9685406532470374e-05,0.00028271097787091785
1701571620.0,False,normal,6.442154823336724e-05,0.005629148886888319,6.10707171689155e-05
1701571680.0,False,normal,8.23922992785703e-06,0.0005077935805808397,8.284972005782763e-06
1701571740.0,False,normal,9.940462200545757e-06,0.0005077935805808397,1.1593919347363507e-05
1701571800.0,False,normal,2.429060512259088e-05,0.0005077935805808397,1.4188218324857019e-05
1701571860.0,False,normal,1.0385146957238634e-05,0.00017383342116793877,1.52625544845607e-05
1701571920.0,False,normal,0.0012970907082715444,2.0884961337810493e-05,0.0007236449140052783
1701571980.0,False,normal,1.4645377902673448e-05,0.3074274047225576,1.3227105937598999e-05
1701572040.0,False,normal,0.7225917783296821,0.0005077935805808397,0.2505726499894491
1701572100.0,False,normal,1.5013037214618746e-05,0.0005077935805808397,1.2871963198368938e-05
1701572160.0,False,normal,4.883450244800964e-05,0.0005077935805808397,3.110572024374558e-05
1701572220.0,False,normal,1.4337518097532463e-05,2.0884961337810493e-05,1.499809906019891e-05
1701572280.0,False,normal,7.181794602767064e-06,0.0005077935805808397,7.0387168057665165e-06
1701572340.0,False,normal,6.312835313671726e-06,0.0005077935805808397,1.0800113586181132e-05
1701572400.0,False,normal,1.4945417578666037e-05,0.0005077935805808397,1.315963892088332e-05
1701572460.0,False,normal,1.0717488284825144e-05,2.9685406532470374e-05,1.7658625650016298e-05
1701572520.0,False,normal,3.192076348405397e-05,2.0884961337810493e-05,2.6164608455530005e-05
1701572580.0,False,normal,1.948902759731435e-05,0.0005077935805808397,1.2083629860971686e-05
1701572640.0,False,normal,1.1836625952557121e-05,0.0005077935805808397,8.792855649474036e-06
1701572700.0,False,normal,7.85962137789896e-06,0.0005077935805808397,8.061318642273567e-06
1701572760.0,False,normal,1.146104213354425e-05,0.0005077935805808397,1.1939593843928872e-05
1701572820.0,False,normal,1.1778586679841548e-05,2.0884961337810493e-05,9.969667372160827e-06
1701572880.0,False,normal,5.191865276523501e-05,0.0005077935805808397,8.585532797387924e-05
1701572940.0,False,normal,9.783549238530993e-05,0.0005077935805808397,7.136145059522497e-05
1701573000.0,False,normal,4.313810738202163e-05,0.0005077935805808397,3.120039555189086e-05
1701573060.0,False,normal,1.4094724955730049e-05,0.0005077935805808397,1.1129253026071869e-05
1701573120.0,False,normal,1.128399229990214e-05,2.0884961337810493e-05,9.91013368472023e-06
1701573180.0,False,normal,1.3368323057002829e-05,0.0005077935805808397,7.802127674984286e-06
1701573240.0,False,normal,1.062202437907925e-05,0.0005077935805808397,7.480016677316836e-06
1701573300.0,False,normal,6.52563155308108e-06,0.0005077935805808397,6.875541695163316e-06
1701573360.0,False,normal,2.5179466722654276e-05,2.9685406532470374e-05,2.600555918072935e-05
1701573420.0,False,normal,7.757378952287338e-06,0.0008428201326724821,1.0413699957724674e-05
1701573480.0,False,normal,6.671539913186889e-06,0.0005077935805808397,8.801188960209292e-06
1701573540.0,False,normal,1.9340023392986822e-05,0.0005077935805808397,2.312048674306315e-05
1701573600.0,False,normal,4.005673047976378e-05,0.0005077935805808397,3.518057161237714e-05
1701573660.0,False,normal,3.616887977097058e-05,0.0005077935805808397,3.483239240012299e-05
1701573720.0,False,normal,1.6213733549566317e-05,2.0884961337810493e-05,1.3808271254218782e-05
1701573780.0,False,normal,4.0417611194787296e-05,0.0005077935805808397,1.83098950312951e-05
1701573840.0,False,normal,6.67152155976592e-06,0.0005077935805808397,6.959813298095478e-06
1701573900.0,False,normal,1.5830876628296276e-05,0.0005077935805808397,9.488186472673126e-06
1701573960.0,False,normal,1.0802116790446852e-05,0.0005077935805808397,1.1886137651810953e-05
1701574020.0,False,normal,1.527456356464765e-05,2.0884961337810493e-05,1.5895542841893472e-05
1701574080.0,False,normal,1.955317899174956e-05,0.0005077935805808397,2.194724387160249e-05
1701574140.0,False,normal,1.5777114893928184e-05,0.0005077935805808397,2.1800277956969752e-05
1701574200.0,False,normal,1.3982141452577312e-05,0.00027384316976907495,1.367032891345091e-05
1701574260.0,False,normal,1.6091519027806342e-05,0.0014010458852476177,2.1388266432041993e-05
1701574320.0,False,normal,1.2117065648334946e-05,0.00025156612963946496,1.9334536026109602e-05
1701574380.0,False,normal,9.780737036938257e-06,0.0005077935805808397,8.70563608758947e-06
1701574440.0,False,normal,3.6700286590846945e-05,0.0005077935805808397,2.5628606817784564e-05
1701574500.0,False,normal,1.1595362064729323e-05,0.0005077935805808397,1.1887801146943341e-05
1701574560.0,False,normal,6.117831032012398e-06,0.0005077935805808397,6.08377409033156e-06
1701574620.0,False,normal,0.00021311385998545282,2.0884961337810493e-05,0.00025805543841107067
1701574680.0,False,normal,6.63940585809645e-06,0.0005077935805808397,6.0837755288155244e-06
1701574740.0,False,normal,6.1178277236927e-06,0.0005077935805808397,8.391040915731137e-06
1701574800.0,False,normal,1.1601348394654176e-05,0.0005077935805808397,1.2795542109011454e-05
1701574860.0,False,normal,1.3033913727487077e-05,0.0005077935805808397,8.281099432338154e-06
1701574920.0,False,normal,3.185980362187396e-05,2.0884961337810493e-05,2.3766151014199388e-05
1701574980.0,False,normal,1.3189180983146132e-05,0.0005077935805808397,1.3613301802508555e-05
1701575040.0,False,normal,1.9487346939795955e-05,0.0005077935805808397,2.646671031958988e-05
1701575100.0,False,normal,9.097443351147603e-06,0.0005077935805808397,7.399554681983494e-06
1701575160.0,True,discovery,0.02640516881401617,3.1053894294218788e-06,0.12664540951463094
1701575220.0,True,discovery,0.9126870598213737,2.0884961337810493e-05,0.5217035285311047
1701575280.0,True,discovery,0.12316584107144486,0.0005077935805808397,0.3298982415386775
1701575340.0,False,normal,1.2352455786544452e-05,0.0005077935805808397,1.0268784473490203e-05
1701575400.0,False,normal,3.371657736446582e-05,0.0005077935805808397,2.282594675630475e-05
1701575460.0,False,normal,0.50387273166129,0.0005077935805808397,0.04030986073902735
1701575520.0,False,normal,1.1516557265882112e-05,2.0884961337810493e-05,8.555702785450974e-06
1701575580.0,False,normal,8.882219837809942e-06,0.0005077935805808397,1.2478387797667334e-05
1701575640.0,False,normal,1.880482752389455e-05,0.0005077935805808397,1.783793606694133e-05
1701575700.0,False,normal,1.1039062519773438e-05,0.0005077935805808397,7.894000076646652e-06
1701575760.0,False,normal,2.422495255284947e-05,0.0005077935805808397,1.9255180985820895e-05
1701575820.0,False,normal,2.776418563270776e-05,2.0884961337810493e-05,6.9771546726567756e-06
1701575880.0,False,normal,0.012344650067432255,0.0005077935805808397,0.002294448470315521
1701575940.0,False,normal,6.721914668446973e-06,0.0005077935805808397,6.600090868738137e-06
1701576000.0,False,normal,7.509627143310296e-05,1.1729254419427168e-05,9.044056908052536e-05
1701576060.0,False,normal,1.2589699531722772e-05,3.0940419999681086e-06,1.144941585376584e-05
1701576120.0,False,normal,3.419618186640407e-05,2.0884961337810493e-05,3.0480877042847397e-05
1701576180.0,False,normal,1.7825976171867687e-05,0.0005077935805808397,2.046537305436126e-05
1701576240.0,False,normal,6.9631747278098296e-06,0.0005077935805808397,1.260386999109969e-05
1701576300.0,False,normal,1.606886994190399e-05,0.3074274047225576,1.3912283694956793e-05
1701576360.0,False,normal,1.6179545894316115e-05,0.3074274047225576,1.5182761603249907e-05
1701576420.0,False,normal,5.743679001925511e-05,2.0884961337810493e-05,1.0009799413876027e-05
1701576480.0,False,normal,1.4370397030092234e-05,0.0005077935805808397,1.5682653811960765e-05
1701576540.0,False,normal,8.59598290198618e-06,0.0005077935805808397,9.8054427955626e-06
1701576600.0,False,normal,2.1560163932508383e-05,0.0005077935805808397,2.9376710133023526e-05
1701576660.0,False,normal,2.3519604434219008e-05,0.0005077935805808397,1.3295178555431737e-05
1701576720.0,False,normal,1.5231593972591645e-05,2.0884961337810493e-05,2.0649865731624743e-05
1701576780.0,False,normal,2.2970229179508265e-05,0.0005077935805808397,1.2409606175787236e-05
1701576840.0,False,normal,1.1310471471419475e-05,0.0005077935805808397,7.878238249574913e-06
1701576900.0,False,normal,2.2688888804705985e-05,0.0005077935805808397,1.6219394627705664e-05
1701576960.0,False,normal,0.0005988597053433896,0.0005720360578429258,0.06201900981823623
1701577020.0,False,normal,1.3788899648002881e-05,0.013605217826952403,1.782648159497965e-05
1701577080.0,False,normal,6.9691437679797545e-06,0.3074274047225576,8.80119215038489e-06
1701577140.0,False,normal,5.514053371835787e-06,0.3074274047225576,5.591667205120985e-06
1701577200.0,False,normal,2.9713315546596798e-05,0.3074274047225576,2.0035579653817818e-05
1701577260.0,False,normal,4.357524722754298e-05,4.583511108805717e-05,0.00012389445022497375
1701577320.0,False,normal,8.561888607875384e-06,2.085358062744043e-05,8.525161190890898e-06
1701577380.0,False,normal,1.177801772968055e-05,0.3074274047225576,9.27422840374073e-06
1701577440.0,False,normal,1.287128556294055e-05,0.3074274047225576,1.272964202161737e-05
1701577500.0,False,normal,8.093780870962191e-06,0.3074274047225576,7.215412201677714e-06
1701577560.0,False,normal,2.625717522012225e-05,0.0005077935805808397,2.3906128186317397e-05
1701577620.0,False,normal,2.1356901656856302e-05,2.0884961337810493e-05,1.2922466475721763e-05
1701577680.0,False,normal,7.889319688571881e-06,0.0005077935805808397,8.522347789843354e-06
1701577740.0,False,normal,2.1455151899987743e-05,0.0005077935805808397,8.416111419516705e-06
1701577800.0,False,normal,1.287128556294055e-05,0.0005077935805808397,1.571034510333618e-05
1701577860.0,False,normal,7.032896808506588e-06,0.0005077935805808397,7.5554343854929675e-06
1701577920.0,False,normal,0.0034555109419978705,2.0884961337810493e-05,0.3958397645071886
1701577980.0,False,normal,2.5588720686565746e-05,0.0005077935805808397,1.745487591730849e-05
1701578040.0,False,normal,2.9967239319809246e-05,0.0005077935805808397,2.4896896508980212e-05
1701578100.0,False,normal,1.5786400693607337e-05,0.0005077935805808397,1.8327560341093623e-05
1701578160.0,False,normal,1.5556074652104002e-05,2.9685406532470374e-05,2.2196855309616557e-05
1701578220.0,False,normal,0.4255237622284478,2.085358062744043e-05,0.020047451877163558
1701578280.0,False,normal,8.024781216606e-06,0.0005077935805808397,9.35994387842121e-06
1701578340.0,False,normal,1.7020177458820835e-05,0.0005077935805808397,1.4669263495683541e-05
1701578400.0,False,normal,1.373849233069471e-05,0.0005077935805808397,1.570951656230398e-05
1701578460.0,False,normal,1.0614048171809417e-05,0.0005077935805808397,1.1168749136006851e-05
1701578520.0,False,normal,0.001603969740750401,2.0884961337810493e-05,0.19388872482397035
1701578580.0,False,normal,3.382646598583445e-05,0.3074274047225576,1.8231741051198882e-05
1701578640.0,True,discovery,0.00517553413345861,0.003024771835545019,0.015317688686657357
1701578700.0,True,discovery,0.9024658298506179,0.0005077935805808397,0.3486597159654663
1701578760.0,False,normal,8.01157764551293e-06,0.0005077935805808397,8.856762882273025e-06
1701578820.0,False,normal,7.426103076429824e-06,2.0884961337810493e-05,8.619108566066884e-06
1701578880.0,False,normal,1.762971367314116e-05,0.0005077935805808397,3.9394972670898804e-05
1701578940.0,False,normal,1.7534436829307154e-05,0.0005077935805808397,9.812975220843797e-06
1701579000.0,False,normal,3.100594902967197e-05,0.0005077935805808397,1.9197985612339586e-05
1701579060.0,False,normal,8.190418957771529e-06,2.9685406532470374e-05,1.4158847208812855e-05
1701579120.0,False,normal,3.080631005922815e-05,2.085358062744043e-05,4.162152413108574e-05
1701579180.0,False,normal,3.821690459614006e-05,0.0005077935805808397,1.2383666346926462e-05
1701579240.0,False,normal,1.0360971070299893e-05,0.0005077935805808397,9.930472119461679e-06
1701579300.0,False,normal,8.325072744150345e-05,0.0005077935805808397,2.4021894673202537e-05
1701579360.0,False,normal,8.48090562673035e-06,0.0005077935805808397,9.158623441046046e-06
1701579420.0,False,normal,1.999057988125986e-05,2.0884961337810493e-05,1.714824869223984e-05
1701579480.0,False,normal,1.32583358726693e-05,0.0005077935805808397,1.0767633634959374e-05
1701579540.0,False,normal,0.00011952201321777429,0.0005077935805808397,3.67856507326447e-05
1701579600.0,False,normal,1.398482994484493e-05,0.0005077935805808397,1.8766643149894594e-05
1701579660.0,False,normal,1.3788899648002881e-05,0.0005077935805808397,1.3738253612727222e-05
1701579720.0,False,normal,1.3788353964645948e-05,2.0884961337810493e-05,1.2292795638542115e-05
1701579780.0,False,normal,6.552113242698269e-06,0.0005077935805808397,5.591668527248902e-06
1701579840.0,False,normal,1.176872649129673e-05,0.0005077935805808397,1.3500015979897248e-05
1701579900.0,False,normal,5.760043359433368e-06,0.0005077935805808397,5.897945826606455e-06
1701579960.0,False,normal,0.0007200399701040002,0.0009076709543987719,0.0004994998543620653
1701580020.0,False,normal,6.4348619259448736e-06,2.085358062744043e-05,6.003158126777676e-06
1701580080.0,False,normal,2.3804320627762063e-05,0.0005077935805808397,3.4241816454961235e-05
1701580140.0,False,normal,1.0039961812641203e-05,0.0005077935805808397,1.0559004676256019e-05
1701580200.0,False,normal,3.287690544324856e-05,0.0005077935805808397,7.651212247106653e-05
1701580260.0,False,normal,7.972291346846628e-06,0.0005077935805808397,7.1054961569298355e-06
1701580320.0,False,normal,0.0008900027526388553,2.0884961337810493e-05,0.0010593530146972264
