timestamp,split_role,attack_present,attack_tactic,net_sampled_flow_rows,prov_rows,campaign_steps
1701482580.0,validation,False,normal,22.0,23,0
1701482640.0,validation,False,normal,15.0,22,0
1701482700.0,validation,False,normal,18.0,21,0
1701482760.0,validation,False,normal,22.0,22,0
1701482820.0,validation,False,normal,21.0,33,0
1701482880.0,validation,False,normal,23.0,33,0
1701482940.0,validation,False,normal,19.0,23,0
1701483000.0,validation,False,normal,17.0,21,0
1701483060.0,validation,False,normal,25.0,22,0
1701483120.0,validation,False,normal,23.0,31,0
1701483180.0,validation,False,normal,25.0,22,0
1701483240.0,validation,False,normal,18.0,21,0
1701483300.0,validation,False,normal,24.0,16,0
1701483360.0,validation,False,normal,22.0,20,0
1701483420.0,validation,False,normal,20.0,42,0
1701483480.0,validation,False,normal,19.0,21,0
1701483540.0,validation,False,normal,26.0,22,0
1701483600.0,validation,False,normal,15.0,22,0
1701483660.0,validation,False,normal,13.0,22,0
1701483720.0,validation,False,normal,14.0,32,0
1701483780.0,validation,False,normal,18.0,33,0
1701483840.0,validation,False,normal,22.0,22,0
1701483900.0,validation,False,normal,21.0,22,0
1701483960.0,validation,False,normal,12.0,21,0
1701484020.0,validation,False,normal,32.0,37,0
1701484080.0,validation,False,normal,22.0,21,0
1701484140.0,validation,False,normal,19.0,22,0
1701484200.0,validation,False,normal,31.0,31,0
1701484260.0,validation,False,normal,24.0,27,0
1701484320.0,validation,False,normal,22.0,32,0
1701484380.0,validation,False,normal,22.0,22,0
1701484440.0,validation,False,normal,27.0,22,0
1701484500.0,validation,False,normal,17.0,21,0
1701484560.0,validation,False,normal,25.0,21,0
1701484620.0,validation,False,normal,22.0,34,0
1701484680.0,validation,False,normal,22.0,32,0
1701484740.0,validation,False,normal,16.0,14,0
1701484800.0,validation,False,normal,23.0,22,0
1701484860.0,validation,False,normal,21.0,21,0
1701484920.0,validation,False,normal,23.0,33,0
1701484980.0,validation,False,normal,18.0,23,0
1701485040.0,validation,False,normal,15.0,22,0
1701485100.0,validation,True,collection,17.0,34,1
1701485160.0,validation,True,collection,30.0,21,0
1701485220.0,validation,False,normal,22.0,33,0
1701485280.0,validation,False,normal,23.0,21,0
1701485340.0,validation,False,normal,23.0,21,0
1701485400.0,validation,False,normal,21.0,21,0
1701485460.0,validation,False,normal,28.0,38,0
1701485520.0,validation,False,normal,22.0,32,0
1701485580.0,validation,False,normal,16.0,33,0
1701485640.0,validation,False,normal,32.0,21,0
1701485700.0,validation,False,normal,21.0,21,0
1701485760.0,validation,False,normal,23.0,21,0
1701485820.0,validation,False,normal,21.0,33,0
1701485880.0,validation,False,normal,19.0,22,0
1701485940.0,validation,False,normal,14.0,22,0
1701486000.0,validation,False,normal,18.0,14,0
1701486060.0,validation,False,normal,18.0,20,0
1701486120.0,validation,False,normal,18.0,33,0
1701486180.0,validation,False,normal,23.0,21,0
1701486240.0,validation,False,normal,21.0,21,0
1701486300.0,validation,False,normal,21.0,22,0
1701486360.0,validation,False,normal,14.0,21,0
1701486420.0,validation,False,normal,23.0,30,0
1701486480.0,validation,False,normal,19.0,33,0
1701486540.0,validation,False,normal,27.0,21,0
1701486600.0,validation,False,normal,13.0,21,0
1701486660.0,validation,False,normal,23.0,22,0
1701486720.0,validation,False,normal,26.0,32,0
1701486780.0,validation,False,normal,27.0,21,0
1701486840.0,validation,False,normal,20.0,22,0
1701486900.0,validation,False,normal,20.0,22,0
1701486960.0,validation,False,normal,22.0,21,0
1701487020.0,validation,False,normal,17.0,39,0
1701487080.0,validation,False,normal,25.0,22,0
1701487140.0,validation,False,normal,16.0,15,0
1701487200.0,validation,False,normal,27.0,21,0
1701487260.0,validation,False,normal,27.0,22,0
1701487320.0,validation,False,normal,17.0,32,0
1701487380.0,validation,False,normal,20.0,32,0
1701487440.0,validation,False,normal,16.0,21,0
1701487500.0,validation,False,normal,21.0,21,0
1701487560.0,validation,False,normal,17.0,22,0
1701487620.0,validation,False,normal,18.0,33,0
1701487680.0,validation,False,normal,30.0,21,0
1701487740.0,validation,False,normal,17.0,21,0
1701487800.0,validation,False,normal,20.0,32,0
1701487860.0,validation,False,normal,30.0,21,0
1701487920.0,validation,False,normal,30.0,32,0
1701487980.0,validation,False,normal,22.0,23,0
1701488040.0,validation,False,normal,27.0,26,0
1701488100.0,validation,False,normal,23.0,22,0
1701488160.0,validation,False,normal,25.0,22,0
1701488220.0,validation,False,normal,26.0,31,0
1701488280.0,validation,False,normal,19.0,26,0
1701488340.0,validation,False,normal,20.0,22,0
1701488400.0,validation,False,normal,26.0,22,0
1701488460.0,validation,False,normal,19.0,23,0
1701488520.0,validation,False,normal,20.0,32,0
1701488580.0,validation,False,normal,19.0,22,0
1701488640.0,validation,False,normal,15.0,21,0
1701488700.0,validation,False,normal,20.0,21,0
1701488760.0,validation,False,normal,17.0,22,0
1701488820.0,validation,False,normal,16.0,32,0
1701488880.0,validation,False,normal,20.0,21,0
1701488940.0,validation,False,normal,16.0,22,0
1701489000.0,validation,False,normal,21.0,22,0
1701489060.0,validation,True,collection,22.0,35,1
1701489120.0,validation,True,collection,32.0,33,0
1701489180.0,validation,False,normal,20.0,31,0
1701489240.0,validation,False,normal,20.0,22,0
1701489300.0,validation,False,normal,14.0,21,0
1701489360.0,validation,False,normal,17.0,21,0
1701489420.0,validation,False,normal,17.0,33,0
1701489480.0,validation,False,normal,23.0,14,0
1701489540.0,validation,False,normal,22.0,21,0
1701489600.0,validation,False,normal,23.0,192,0
1701489660.0,validation,False,normal,22.0,22,0
1701489720.0,validation,False,normal,23.0,32,0
1701489780.0,validation,False,normal,21.0,21,0
1701489840.0,validation,False,normal,22.0,22,0
1701489900.0,validation,False,normal,20.0,20,0
1701489960.0,validation,False,normal,21.0,22,0
1701490020.0,validation,False,normal,28.0,33,0
1701490080.0,validation,False,normal,19.0,32,0
1701490140.0,validation,False,normal,23.0,21,0
1701490200.0,validation,False,normal,26.0,21,0
1701490260.0,validation,False,normal,16.0,21,0
1701490320.0,validation,False,normal,23.0,32,0
1701490380.0,validation,False,normal,19.0,20,0
1701490440.0,validation,False,normal,18.0,22,0
1701490500.0,validation,False,normal,14.0,21,0
1701490560.0,validation,False,normal,24.0,21,0
1701490620.0,validation,False,normal,24.0,41,0
1701490680.0,validation,False,normal,31.0,21,0
1701490740.0,validation,False,normal,20.0,14,0
1701490800.0,validation,False,normal,25.0,22,0
1701490860.0,validation,False,normal,17.0,21,0
1701490920.0,validation,False,normal,8.0,31,0
1701490980.0,validation,False,normal,21.0,33,0
1701491040.0,validation,False,normal,16.0,21,0
1701491100.0,validation,False,normal,17.0,21,0
1701491160.0,validation,False,normal,29.0,21,0
1701491220.0,validation,False,normal,21.0,32,0
1701491280.0,validation,False,normal,25.0,21,0
1701491340.0,validation,False,normal,21.0,22,0
1701491400.0,validation,False,normal,15.0,21,0
1701491460.0,validation,False,normal,10.0,22,0
1701491520.0,validation,False,normal,27.0,31,0
1701491580.0,validation,False,normal,17.0,21,0
1701491640.0,validation,False,normal,34.0,21,0
1701491700.0,validation,False,normal,13.0,22,0
1701491760.0,validation,False,normal,28.0,14,0
1701491820.0,validation,False,normal,30.0,32,0
1701491880.0,validation,False,normal,23.0,31,0
1701491940.0,validation,False,normal,22.0,22,0
1701492000.0,validation,False,normal,17.0,21,0
1701492060.0,validation,False,normal,19.0,21,0
1701492120.0,validation,False,normal,17.0,33,0
1701492180.0,validation,False,normal,31.0,20,0
1701492240.0,validation,False,normal,19.0,39,0
1701492300.0,validation,False,normal,24.0,19,0
1701492360.0,validation,False,normal,28.0,22,0
1701492420.0,validation,False,normal,23.0,33,0
1701492480.0,validation,False,normal,16.0,21,0
1701492540.0,validation,False,normal,21.0,20,0
1701492600.0,validation,False,normal,22.0,22,0
1701492660.0,validation,False,normal,21.0,21,0
1701492720.0,validation,False,normal,25.0,31,0
1701492780.0,validation,False,normal,14.0,31,0
1701492840.0,validation,False,normal,20.0,21,0
1701492900.0,validation,False,normal,19.0,23,0
1701492960.0,validation,False,normal,25.0,15,0
1701493020.0,validation,False,normal,15.0,31,0
1701493080.0,validation,False,normal,16.0,21,0
1701493140.0,validation,False,normal,24.0,22,0
1701493200.0,validation,False,normal,20.0,21,0
1701493260.0,validation,True,collection,19.0,34,1
1701493320.0,validation,True,collection,30.0,32,0
1701493380.0,validation,False,normal,21.0,21,0
1701493440.0,validation,False,normal,29.0,21,0
1701493500.0,validation,False,normal,22.0,21,0
1701493560.0,validation,False,normal,25.0,21,0
1701493620.0,validation,False,normal,27.0,31,0
1701493680.0,validation,False,normal,20.0,32,0
1701493740.0,validation,False,normal,25.0,20,0
1701493800.0,validation,False,normal,22.0,21,0
1701493860.0,validation,False,normal,13.0,15,0
1701493920.0,validation,False,normal,34.0,32,0
1701493980.0,validation,False,normal,26.0,21,0
1701494040.0,validation,False,normal,19.0,21,0
1701494100.0,validation,False,normal,24.0,21,0
1701494160.0,validation,False,normal,23.0,22,0
1701494220.0,validation,False,normal,19.0,41,0
1701494280.0,validation,False,normal,20.0,21,0
1701494340.0,validation,False,normal,16.0,21,0
1701494400.0,validation,False,normal,21.0,21,0
1701494460.0,validation,False,normal,22.0,21,0
1701494520.0,validation,False,normal,16.0,32,0
1701494580.0,validation,False,normal,19.0,31,0
1701494640.0,validation,False,normal,21.0,22,0
1701494700.0,validation,False,normal,24.0,21,0
1701494760.0,validation,False,normal,16.0,21,0
1701494820.0,validation,False,normal,18.0,32,0
1701494880.0,validation,False,normal,18.0,20,0
1701494940.0,validation,False,normal,17.0,21,0
1701495000.0,validation,False,normal,12.0,14,0
1701495060.0,validation,False,normal,23.0,25,0
1701495120.0,validation,False,normal,24.0,37,0
1701495180.0,validation,False,normal,16.0,21,0
1701495240.0,validation,False,normal,25.0,23,0
1701495300.0,validation,False,normal,21.0,21,0
1701495360.0,validation,False,normal,20.0,21,0
1701495420.0,validation,False,normal,23.0,31,0
1701495480.0,validation,False,normal,22.0,32,0
1701495540.0,validation,False,normal,29.0,31,0
1701495600.0,validation,False,normal,23.0,21,0
1701495660.0,validation,False,normal,31.0,20,0
1701495720.0,validation,False,normal,23.0,36,0
1701495780.0,validation,False,normal,24.0,22,0
1701495840.0,validation,False,normal,22.0,14,0
1701495900.0,validation,False,normal,27.0,21,0
1701495960.0,validation,False,normal,24.0,20,0
1701496020.0,validation,False,normal,20.0,31,0
1701496080.0,validation,False,normal,20.0,21,0
1701496140.0,validation,False,normal,26.0,21,0
1701496200.0,validation,False,normal,26.0,21,0
1701496260.0,validation,False,normal,27.0,21,0
1701496320.0,validation,False,normal,15.0,32,0
1701496380.0,validation,False,normal,14.0,32,0
1701496440.0,validation,False,normal,16.0,21,0
1701496500.0,validation,False,normal,21.0,21,0
1701496560.0,validation,False,normal,23.0,20,0
1701496620.0,validation,False,normal,19.0,31,0
1701496680.0,validation,False,normal,20.0,21,0
1701496740.0,validation,False,normal,15.0,21,0
1701496800.0,validation,False,normal,24.0,22,0
1701496860.0,validation,False,normal,18.0,14,0
1701496920.0,validation,False,normal,25.0,36,0
1701496980.0,validation,True,collection,38.0,31,1
1701497040.0,validation,True,collection,30.0,22,0
1701497100.0,validation,True,collection,23.0,21,0
1701497160.0,validation,False,normal,22.0,20,0
1701497220.0,validation,False,normal,17.0,32,0
1701497280.0,validation,False,normal,17.0,31,0
1701497340.0,validation,False,normal,34.0,21,0
1701497400.0,validation,False,normal,20.0,20,0
1701497460.0,validation,False,normal,19.0,21,0
1701497520.0,validation,False,normal,22.0,36,0
1701497580.0,validation,False,normal,15.0,24,0
1701497640.0,validation,False,normal,24.0,20,0
1701497700.0,validation,False,normal,27.0,14,0
1701497760.0,validation,False,normal,19.0,23,0
1701497820.0,validation,False,normal,19.0,40,0
1701497880.0,validation,False,normal,28.0,21,0
1701497940.0,validation,False,normal,22.0,21,0
1701498000.0,validation,False,normal,15.0,20,0
1701498060.0,validation,False,normal,29.0,21,0
1701498120.0,validation,False,normal,23.0,32,0
1701498180.0,validation,False,normal,19.0,31,0
1701498240.0,validation,False,normal,22.0,21,0
1701498300.0,validation,False,normal,12.0,20,0
1701498360.0,validation,False,normal,32.0,21,0
1701498420.0,validation,False,normal,24.0,31,0
1701498480.0,validation,False,normal,27.0,21,0
1701498540.0,validation,False,normal,27.0,21,0
1701498600.0,validation,False,normal,18.0,20,0
1701498660.0,validation,False,normal,31.0,14,0
1701498720.0,validation,False,normal,25.0,30,0
1701498780.0,validation,False,normal,19.0,27,0
1701498840.0,validation,False,normal,19.0,21,0
1701498900.0,validation,False,normal,25.0,21,0
1701498960.0,validation,False,normal,21.0,21,0
1701499020.0,validation,False,normal,12.0,31,0
1701499080.0,validation,False,normal,25.0,30,0
1701499140.0,validation,False,normal,19.0,21,0
1701499200.0,validation,False,normal,22.0,21,0
1701499260.0,validation,False,normal,20.0,21,0
1701499320.0,validation,False,normal,22.0,32,0
1701499380.0,validation,False,normal,15.0,21,0
1701499440.0,validation,False,normal,20.0,20,0
1701499500.0,validation,False,normal,21.0,21,0
1701499560.0,validation,False,normal,14.0,21,0
1701499620.0,validation,False,normal,25.0,32,0
1701499680.0,validation,False,normal,25.0,21,0
1701499740.0,validation,False,normal,23.0,20,0
1701499800.0,validation,False,normal,19.0,13,0
1701499860.0,validation,False,normal,28.0,22,0
1701499920.0,validation,False,normal,27.0,30,0
1701499980.0,validation,False,normal,19.0,32,0
1701500040.0,validation,False,normal,26.0,21,0
1701500100.0,validation,False,normal,13.0,20,0
1701500160.0,validation,False,normal,24.0,21,0
1701500220.0,validation,False,normal,26.0,31,0
1701500280.0,validation,False,normal,15.0,22,0
1701500340.0,validation,False,normal,30.0,21,0
1701500400.0,validation,False,normal,26.0,21,0
1701500460.0,validation,False,normal,22.0,21,0
1701500520.0,validation,False,normal,27.0,31,0
1701500580.0,validation,True,collection,27.0,30,1
1701500640.0,validation,True,collection,33.0,21,0
1701500700.0,validation,False,normal,22.0,22,0
1701500760.0,validation,False,normal,31.0,21,0
1701500820.0,validation,False,normal,19.0,33,0
1701500880.0,validation,False,normal,22.0,34,0
1701500940.0,validation,False,normal,21.0,21,0
1701501000.0,validation,False,normal,21.0,24,0
1701501060.0,validation,False,normal,17.0,20,0
1701501120.0,validation,False,normal,25.0,32,0
1701501180.0,validation,False,normal,18.0,21,0
1701501240.0,validation,False,normal,22.0,21,0
1701501300.0,validation,False,normal,25.0,22,0
1701501360.0,validation,False,normal,33.0,21,0
1701501420.0,validation,False,normal,22.0,41,0
1701501480.0,validation,False,normal,24.0,21,0
1701501540.0,validation,False,normal,24.0,21,0
1701501600.0,validation,False,normal,27.0,22,0
1701501660.0,validation,False,normal,24.0,21,0
1701501720.0,validation,False,normal,25.0,31,0
1701501780.0,validation,False,normal,18.0,31,0
1701501840.0,validation,False,normal,18.0,22,0
1701501900.0,validation,False,normal,17.0,20,0
1701501960.0,validation,False,normal,26.0,22,0
1701502020.0,validation,False,normal,19.0,31,0
1701502080.0,validation,False,normal,23.0,21,0
1701502140.0,validation,False,normal,17.0,20,0
1701502200.0,validation,False,normal,25.0,13,0
1701502260.0,validation,False,normal,27.0,20,0
1701502320.0,validation,False,normal,19.0,31,0
1701502380.0,validation,False,normal,20.0,205,0
1701502440.0,validation,False,normal,16.0,30,0
1701502500.0,validation,False,normal,17.0,21,0
1701502560.0,validation,False,normal,28.0,22,0
1701502620.0,validation,False,normal,20.0,31,0
1701502680.0,validation,False,normal,20.0,22,0
1701502740.0,validation,False,normal,16.0,20,0
1701502800.0,validation,False,normal,15.0,21,0
1701502860.0,validation,False,normal,25.0,21,0
1701502920.0,validation,False,normal,16.0,36,0
1701502980.0,validation,False,normal,17.0,21,0
1701503040.0,validation,False,normal,14.0,21,0
1701503100.0,validation,False,normal,15.0,22,0
1701503160.0,validation,False,normal,23.0,13,0
1701503220.0,validation,False,normal,24.0,32,0
1701503280.0,validation,False,normal,22.0,31,0
1701503340.0,validation,False,normal,17.0,21,0
1701503400.0,validation,False,normal,18.0,20,0
1701503460.0,validation,False,normal,30.0,25,0
1701503520.0,validation,False,normal,17.0,32,0
1701503580.0,validation,False,normal,14.0,21,0
1701503640.0,validation,False,normal,24.0,20,0
1701503700.0,validation,False,normal,17.0,21,0
1701503760.0,validation,False,normal,17.0,20,0
1701503820.0,validation,False,normal,22.0,31,0
1701503880.0,validation,False,normal,18.0,21,0
1701503940.0,validation,False,normal,24.0,22,0
1701504000.0,validation,False,normal,19.0,20,0
1701504060.0,validation,False,normal,27.0,22,0
1701504120.0,validation,False,normal,27.0,34,0
1701504180.0,validation,False,normal,14.0,32,0
1701504240.0,validation,False,normal,18.0,21,0
1701504300.0,validation,False,normal,23.0,21,0
1701504360.0,validation,False,normal,19.0,15,0
1701504420.0,validation,False,normal,23.0,30,0
1701504480.0,validation,False,normal,19.0,20,0
1701504540.0,validation,False,normal,17.0,21,0
1701504600.0,validation,False,normal,17.0,20,0
1701504660.0,validation,False,normal,13.0,23,0
1701504720.0,validation,False,normal,19.0,31,0
1701504780.0,validation,True,collection,16.0,30,1
1701504840.0,validation,True,collection,26.0,22,0
1701504900.0,validation,True,collection,29.0,23,0
1701504960.0,validation,False,normal,24.0,23,0
1701505020.0,validation,False,normal,8.0,40,0
1701505080.0,validation,False,normal,23.0,33,0
1701505140.0,validation,False,normal,16.0,21,0
1701505200.0,validation,False,normal,22.0,22,0
1701505260.0,validation,False,normal,18.0,22,0
