timestamp,true_tactic,predicted_tactic,correct,confidence,uncertainty
1701563400.0,normal,normal,True,0.999792837204488,0.0002071627955120281
1701563460.0,normal,normal,True,0.9999920383884067,7.961611593332307e-06
1701563520.0,normal,normal,True,0.9626507043237831,0.03734929567621692
1701563580.0,normal,normal,True,0.9999848505906582,1.5149409341774778e-05
1701563640.0,normal,normal,True,0.9408886783122462,0.05911132168775379
1701563700.0,command_and_control,normal,False,0.9991987114815781,0.0008012885184218721
1701563760.0,discovery,normal,False,0.6342849193687483,0.3657150806312517
1701563820.0,normal,normal,True,0.9923140896876901,0.007685910312309918
1701563880.0,normal,normal,True,0.9999984593697856,1.5406302144027606e-06
1701563940.0,normal,normal,True,0.9999981710873029,1.8289126970660874e-06
1701564000.0,normal,normal,True,0.999999562393661,4.3760633905431945e-07
1701564060.0,normal,normal,True,0.9999931354054261,6.864594573885441e-06
1701564120.0,normal,normal,True,0.9999994288468275,5.711531725349772e-07
1701564180.0,normal,normal,True,0.998095547579062,0.001904452420937952
1701564240.0,normal,normal,True,0.9998611412471167,0.00013885875288333072
1701564300.0,normal,normal,True,0.9999999066099942,9.33900058397441e-08
1701564360.0,normal,normal,True,0.999999822927718,1.7707228194829838e-07
1701564420.0,normal,normal,True,0.9999963463211713,3.653678828707818e-06
1701564480.0,normal,normal,True,0.9987256195894405,0.0012743804105594947
1701564540.0,normal,normal,True,0.9999995635167933,4.3648320668943086e-07
1701564600.0,normal,normal,True,0.997273057210141,0.002726942789858966
1701564660.0,normal,normal,True,0.9999998428198752,1.571801248045901e-07
1701564720.0,normal,normal,True,0.9999849855793354,1.5014420664649641e-05
1701564780.0,normal,normal,True,0.9999944587382307,5.541261769326233e-06
1701564840.0,normal,normal,True,0.996635924443064,0.0033640755569359637
1701564900.0,normal,normal,True,0.9999997971594193,2.0284058066533106e-07
1701564960.0,normal,normal,True,0.9997982460478657,0.00020175395213428704
1701565020.0,normal,normal,True,0.9999844950996295,1.5504900370499897e-05
1701565080.0,normal,normal,True,0.9999988998194298,1.1001805702015588e-06
1701565140.0,normal,normal,True,0.9999980163954937,1.9836045063170715e-06
1701565200.0,normal,normal,True,0.9999971003407077,2.8996592923435927e-06
1701565260.0,normal,normal,True,0.9999989767859678,1.0232140321697614e-06
1701565320.0,normal,normal,True,0.9999996350725109,3.6492748911598483e-07
1701565380.0,normal,normal,True,0.9999996269024536,3.730975464133479e-07
1701565440.0,normal,normal,True,0.9986093094312116,0.0013906905687883775
1701565500.0,normal,normal,True,0.9999935454623845,6.454537615496747e-06
1701565560.0,normal,normal,True,0.996542241409557,0.0034577585904429498
1701565620.0,normal,normal,True,0.9999975627395671,2.4372604329192527e-06
1701565680.0,normal,normal,True,0.999363780499022,0.0006362195009780303
1701565740.0,normal,normal,True,0.9999942091418808,5.790858119247844e-06
1701565800.0,normal,normal,True,0.9999970885394839,2.9114605161195684e-06
1701565860.0,normal,normal,True,0.9999969074001313,3.0925998687481027e-06
1701565920.0,normal,normal,True,0.9991896102158124,0.0008103897841875707
1701565980.0,normal,normal,True,0.9999704014991861,2.95985008138544e-05
1701566040.0,normal,normal,True,0.9998232990290069,0.00017670097099309334
1701566100.0,normal,normal,True,0.9990392551318289,0.0009607448681711039
1701566160.0,normal,normal,True,0.9999887961461323,1.1203853867658431e-05
1701566220.0,normal,normal,True,0.9999990841074677,9.158925322605427e-07
1701566280.0,normal,normal,True,0.9994868244886695,0.0005131755113304548
1701566340.0,normal,normal,True,0.9999080435391192,9.195646088078213e-05
1701566400.0,normal,normal,True,0.9999624930876493,3.750691235071546e-05
1701566460.0,normal,normal,True,0.99992041230414,7.958769586002834e-05
1701566520.0,normal,normal,True,0.9960065756054469,0.00399342439455308
1701566580.0,normal,normal,True,0.9999966446425866,3.35535741335935e-06
1701566640.0,normal,normal,True,0.9999757839904948,2.4216009505195757e-05
1701566700.0,normal,normal,True,0.9998096876002621,0.00019031239973787972
1701566760.0,normal,normal,True,0.9999190449023996,8.095509760042141e-05
1701566820.0,normal,normal,True,0.9999404075639876,5.959243601239006e-05
1701566880.0,normal,normal,True,0.9999906806106844,9.3193893155874e-06
1701566940.0,normal,normal,True,0.9999990153175197,9.846824803316778e-07
1701567000.0,normal,normal,True,0.9749712171830306,0.025028782816969408
1701567060.0,normal,normal,True,0.9999673700814795,3.262991852048813e-05
1701567120.0,normal,normal,True,0.997861655033609,0.0021383449663909815
1701567180.0,normal,normal,True,0.9999928868129506,7.113187049379022e-06
1701567240.0,normal,normal,True,0.9996942032414914,0.0003057967585086141
1701567300.0,normal,normal,True,0.9999994207933456,5.792066544163532e-07
1701567360.0,discovery,normal,False,0.9999689392793191,3.106072068093102e-05
1701567420.0,discovery,normal,False,0.8022223004237562,0.1977776995762438
1701567480.0,normal,normal,True,0.9995339207678473,0.0004660792321526941
1701567540.0,normal,normal,True,0.9999007987700955,9.920122990447755e-05
1701567600.0,normal,normal,True,0.9999868518696781,1.314813032193829e-05
1701567660.0,normal,normal,True,0.9999928281194845,7.171880515466356e-06
1701567720.0,normal,normal,True,0.9999696298395471,3.0370160452930506e-05
1701567780.0,normal,normal,True,0.9999896668132885,1.0333186711508624e-05
1701567840.0,normal,normal,True,0.9945737412663147,0.005426258733685296
1701567900.0,normal,normal,True,0.9999997034850996,2.9651490041082695e-07
1701567960.0,normal,normal,True,0.999847186427337,0.00015281357266294648
1701568020.0,normal,normal,True,0.9999751802746089,2.4819725391145298e-05
1701568080.0,normal,normal,True,0.9999804679966464,1.953200335358396e-05
1701568140.0,normal,normal,True,0.9999987778987199,1.2221012800628372e-06
1701568200.0,normal,normal,True,0.999977346096119,2.2653903881009185e-05
1701568260.0,normal,normal,True,0.9999835312928611,1.64687071388947e-05
1701568320.0,normal,normal,True,0.9999991142011216,8.857988783583792e-07
1701568380.0,normal,normal,True,0.994958171663243,0.005041828336757037
1701568440.0,normal,normal,True,0.9999999532715991,4.672840092645458e-08
1701568500.0,normal,normal,True,0.9999982788247158,1.7211752841861383e-06
1701568560.0,normal,normal,True,0.9999341090972463,6.58909027536625e-05
1701568620.0,normal,normal,True,0.9999563659522772,4.3634047722784786e-05
1701568680.0,normal,normal,True,0.9999977583926984,2.2416073015563143e-06
1701568740.0,normal,normal,True,0.9943607603385293,0.00563923966147073
1701568800.0,normal,normal,True,0.9999402183992285,5.97816007714691e-05
1701568860.0,normal,normal,True,0.9999740159026952,2.5984097304809772e-05
1701568920.0,normal,normal,True,0.9996150785273265,0.0003849214726735495
1701568980.0,normal,normal,True,0.9998496660365139,0.0001503339634860712
1701569040.0,normal,normal,True,0.4666842569558694,0.5333157430441307
1701569100.0,normal,normal,True,0.9999977051586543,2.294841345729104e-06
1701569160.0,normal,normal,True,0.99972406931051,0.0002759306894899449
1701569220.0,normal,normal,True,0.999964653368397,3.534663160298379e-05
1701569280.0,normal,normal,True,0.8636235489242782,0.13637645107572183
1701569340.0,normal,normal,True,0.9991804944195054,0.000819505580494595
1701569400.0,normal,normal,True,0.9996690691915273,0.00033093080847268475
1701569460.0,normal,normal,True,0.9999997210383792,2.7896162080320863e-07
1701569520.0,normal,normal,True,0.9846242253902509,0.015375774609749149
1701569580.0,normal,normal,True,0.999993371255601,6.628744399050923e-06
1701569640.0,normal,normal,True,0.9999992105657244,7.894342756165074e-07
1701569700.0,normal,normal,True,0.8285158393355714,0.17148416066442862
1701569760.0,normal,normal,True,0.9940684745799538,0.005931525420046158
1701569820.0,normal,normal,True,0.9938474356507647,0.006152564349235279
1701569880.0,normal,normal,True,0.9999998142686494,1.8573135063260082e-07
1701569940.0,normal,normal,True,0.999980062344288,1.9937655711954605e-05
1701570000.0,normal,normal,True,0.99915926426011,0.000840735739889964
1701570060.0,normal,normal,True,0.9984403203287167,0.0015596796712833427
1701570120.0,normal,normal,True,0.9999997891691452,2.108308547743576e-07
1701570180.0,normal,normal,True,0.9999997207173515,2.7928264845211714e-07
1701570240.0,normal,normal,True,0.9999940030197819,5.996980218081482e-06
1701570300.0,normal,normal,True,0.9999274114933091,7.2588506690896e-05
1701570360.0,normal,normal,True,0.9997683872485279,0.00023161275147209892
1701570420.0,normal,normal,True,0.9992861465675194,0.0007138534324806489
1701570480.0,normal,normal,True,0.9999890639722392,1.0936027760810596e-05
1701570540.0,normal,normal,True,0.9999980884987779,1.9115012220849437e-06
1701570600.0,normal,normal,True,0.9999783648098992,2.1635190100788293e-05
1701570660.0,normal,normal,True,0.999969125681556,3.087431844395194e-05
1701570720.0,normal,normal,True,0.9991849089109626,0.0008150910890374341
1701570780.0,normal,normal,True,0.9999991639779681,8.360220319358902e-07
1701570840.0,normal,normal,True,0.9999904695472869,9.530452713124582e-06
1701570900.0,normal,normal,True,0.9999992355337297,7.644662702865901e-07
1701570960.0,discovery,normal,False,0.9909863628197533,0.009013637180246725
1701571020.0,discovery,normal,False,0.4607393008730314,0.5392606991269686
1701571080.0,normal,normal,True,0.9999992658471354,7.341528646120921e-07
1701571140.0,normal,normal,True,0.9999636833877003,3.631661229974714e-05
1701571200.0,normal,normal,True,0.9999152775740677,8.472242593227097e-05
1701571260.0,normal,normal,True,0.999986744655114,1.3255344886053955e-05
1701571320.0,normal,normal,True,0.99999900747767,9.92522329990031e-07
1701571380.0,normal,normal,True,0.9999975880594963,2.411940503654897e-06
1701571440.0,normal,normal,True,0.9981408080002871,0.0018591919997128503
1701571500.0,normal,normal,True,0.9999826841475707,1.731585242925604e-05
1701571560.0,normal,normal,True,0.9994746578448581,0.0005253421551418835
1701571620.0,normal,normal,True,0.9810047055116747,0.018995294488325265
1701571680.0,normal,normal,True,0.9999996267175705,3.732824295221704e-07
1701571740.0,normal,normal,True,0.9999849534442913,1.5046555708719822e-05
1701571800.0,normal,normal,True,0.9999302285689403,6.97714310596842e-05
1701571860.0,normal,normal,True,0.999973003979443,2.69960205570019e-05
1701571920.0,normal,normal,True,0.9965349328774894,0.003465067122510601
1701571980.0,normal,normal,True,0.9999699346894282,3.0065310571814052e-05
1701572040.0,normal,normal,True,0.9405614791468994,0.05943852085310064
1701572100.0,normal,normal,True,0.9991307703469672,0.0008692296530328214
1701572160.0,normal,normal,True,0.9998439516043376,0.00015604839566241147
1701572220.0,normal,normal,True,0.9999918964944375,8.10350556246231e-06
1701572280.0,normal,normal,True,0.9999989564752247,1.0435247752571541e-06
1701572340.0,normal,normal,True,0.9999964487372985,3.551262701462221e-06
1701572400.0,normal,normal,True,0.9728295865810223,0.027170413418977746
1701572460.0,normal,normal,True,0.9999699562374975,3.0043762502485194e-05
1701572520.0,normal,normal,True,0.9980232635569124,0.001976736443087601
1701572580.0,normal,normal,True,0.9999718291914071,2.817080859285337e-05
1701572640.0,normal,normal,True,0.9997298050122905,0.00027019498770952666
1701572700.0,normal,normal,True,0.9999958017370718,4.198262928190033e-06
1701572760.0,normal,normal,True,0.99994994459879,5.005540120994745e-05
1701572820.0,normal,normal,True,0.9999968600467445,3.1399532555154153e-06
1701572880.0,normal,normal,True,0.999997276213264,2.723786736047451e-06
1701572940.0,normal,normal,True,0.9976471381444593,0.0023528618555407332
1701573000.0,normal,normal,True,0.9948328008017241,0.005167199198275907
1701573060.0,normal,normal,True,0.9999982542106562,1.745789343754467e-06
1701573120.0,normal,normal,True,0.9999334182448475,6.658175515250608e-05
1701573180.0,normal,normal,True,0.9999990438645154,9.561354845644132e-07
1701573240.0,normal,normal,True,0.9997691926611509,0.00023080733884905946
1701573300.0,normal,normal,True,0.9999978969009559,2.103099044137302e-06
1701573360.0,normal,normal,True,0.9987939775799788,0.0012060224200212133
1701573420.0,normal,normal,True,0.9999997201901131,2.798098869272181e-07
1701573480.0,normal,normal,True,0.9999628286851416,3.717131485836411e-05
1701573540.0,normal,normal,True,0.9998803796835736,0.00011962031642642756
1701573600.0,normal,normal,True,0.9998448551286102,0.0001551448713897896
1701573660.0,normal,normal,True,0.9998375979005947,0.00016240209940532324
1701573720.0,normal,normal,True,0.999986131743418,1.3868256582005856e-05
1701573780.0,normal,normal,True,0.99999512646473,4.873535270011331e-06
1701573840.0,normal,normal,True,0.9999999043957062,9.560429381494373e-08
1701573900.0,normal,normal,True,0.999999586988146,4.130118540501826e-07
1701573960.0,normal,normal,True,0.9999973078461863,2.6921538136548406e-06
1701574020.0,normal,normal,True,0.9999955892530007,4.410746999305992e-06
1701574080.0,normal,normal,True,0.9999445894878976,5.5410512102449516e-05
1701574140.0,normal,normal,True,0.9999942166052821,5.783394717906454e-06
1701574200.0,normal,normal,True,0.9999933428253777,6.657174622337614e-06
1701574260.0,normal,normal,True,0.9999897794988944,1.0220501105551172e-05
1701574320.0,normal,normal,True,0.9999758190018974,2.418099810264085e-05
1701574380.0,normal,normal,True,0.9999938674207436,6.13257925641264e-06
1701574440.0,normal,normal,True,0.9898910264923962,0.010108973507603758
1701574500.0,normal,normal,True,0.9998766617855201,0.00012333821447985116
1701574560.0,normal,normal,True,0.9999880126400312,1.1987359968768097e-05
1701574620.0,normal,normal,True,0.9898481061575614,0.010151893842438642
1701574680.0,normal,normal,True,0.9999987434016754,1.2565983246171086e-06
1701574740.0,normal,normal,True,0.9999973255463943,2.6744536056888535e-06
1701574800.0,normal,normal,True,0.9999744531381585,2.554686184152999e-05
1701574860.0,normal,normal,True,0.9999964966709992,3.50332900078687e-06
1701574920.0,normal,normal,True,0.9916111147009139,0.008388885299086102
1701574980.0,normal,normal,True,0.9999936544764744,6.345523525630448e-06
1701575040.0,normal,normal,True,0.999275518133797,0.0007244818662029973
1701575100.0,normal,normal,True,0.9999918099287918,8.190071208225014e-06
1701575160.0,discovery,normal,False,0.9910272922077746,0.008972707792225365
1701575220.0,discovery,collection,False,0.4760167945204644,0.5239832054795356
1701575280.0,discovery,normal,False,0.6357542686031463,0.3642457313968537
1701575340.0,normal,normal,True,0.9999849639347331,1.503606526687129e-05
1701575400.0,normal,normal,True,0.9999500714705098,4.992852949015081e-05
1701575460.0,normal,normal,True,0.8331450613563148,0.16685493864368517
1701575520.0,normal,normal,True,0.9998793550546109,0.00012064494538910342
1701575580.0,normal,normal,True,0.9999952882110664,4.711788933575711e-06
1701575640.0,normal,normal,True,0.9999749594650044,2.5040534995635078e-05
1701575700.0,normal,normal,True,0.9999975199365853,2.4800634147448264e-06
1701575760.0,normal,normal,True,0.9997193572620287,0.0002806427379713483
1701575820.0,normal,normal,True,0.9999948865042918,5.113495708197746e-06
1701575880.0,normal,normal,True,0.7376934987258449,0.2623065012741551
1701575940.0,normal,normal,True,0.9999997759236714,2.240763286032177e-07
1701576000.0,normal,normal,True,0.999982624115476,1.7375884523995744e-05
1701576060.0,normal,normal,True,0.9999985351431897,1.4648568102959558e-06
1701576120.0,normal,normal,True,0.999997150325695,2.849674304972183e-06
1701576180.0,normal,normal,True,0.9999756982715197,2.430172848033596e-05
1701576240.0,normal,normal,True,0.9999995659908573,4.340091427357251e-07
1701576300.0,normal,normal,True,0.9999941803106766,5.819689323449673e-06
1701576360.0,normal,normal,True,0.9999935695739687,6.430426031323044e-06
1701576420.0,normal,normal,True,0.9999865134140375,1.3486585962452224e-05
1701576480.0,normal,normal,True,0.9999959146987489,4.085301251066653e-06
1701576540.0,normal,normal,True,0.9999983185229299,1.681477070136772e-06
1701576600.0,normal,normal,True,0.9999893226580532,1.0677341946818686e-05
1701576660.0,normal,normal,True,0.9999995524186711,4.475813288884467e-07
1701576720.0,normal,normal,True,0.9999985997230855,1.4002769145315952e-06
1701576780.0,normal,normal,True,0.9999559700209363,4.402997906371997e-05
1701576840.0,normal,normal,True,0.9999930613643473,6.938635652709024e-06
1701576900.0,normal,normal,True,0.9999974814046828,2.518595317191341e-06
1701576960.0,normal,normal,True,0.9999925645282977,7.435471702343932e-06
1701577020.0,normal,normal,True,0.9998433344768228,0.00015666552317716853
1701577080.0,normal,normal,True,0.9999977578869017,2.2421130982941406e-06
1701577140.0,normal,normal,True,0.9999997142627356,2.857372644049505e-07
1701577200.0,normal,normal,True,0.9999935905388834,6.409461116629878e-06
1701577260.0,normal,normal,True,0.9995370860566523,0.0004629139433477425
1701577320.0,normal,normal,True,0.9999986748331112,1.3251668887770407e-06
1701577380.0,normal,normal,True,0.9999976790941232,2.3209058768181023e-06
1701577440.0,normal,normal,True,0.9987162341977865,0.0012837658022134546
1701577500.0,normal,normal,True,0.9999971186316962,2.8813683038420024e-06
1701577560.0,normal,normal,True,0.9999188388263335,8.116117366652187e-05
1701577620.0,normal,normal,True,0.9998761597821872,0.000123840217812754
1701577680.0,normal,normal,True,0.9999475850377171,5.241496228292064e-05
1701577740.0,normal,normal,True,0.9946900390086085,0.005309960991391471
1701577800.0,normal,normal,True,0.9987446194720848,0.0012553805279151842
1701577860.0,normal,normal,True,0.9999996773875085,3.2261249149900806e-07
1701577920.0,normal,normal,True,0.9781447759744661,0.02185522402553386
1701577980.0,normal,normal,True,0.9999956200706858,4.379929314235476e-06
1701578040.0,normal,normal,True,0.9999950213526063,4.978647393683033e-06
1701578100.0,normal,normal,True,0.9990484179339675,0.0009515820660325192
1701578160.0,normal,normal,True,0.9994053286757137,0.0005946713242862556
1701578220.0,normal,normal,True,0.4896062679522991,0.5103937320477009
1701578280.0,normal,normal,True,0.9999951535474908,4.8464525091995725e-06
1701578340.0,normal,normal,True,0.999989553491677,1.044650832304761e-05
1701578400.0,normal,normal,True,0.9999854752837979,1.4524716202113375e-05
1701578460.0,normal,normal,True,0.999996689266629,3.310733371009178e-06
1701578520.0,normal,normal,True,0.9954507143258674,0.004549285674132597
1701578580.0,normal,normal,True,0.999294678047929,0.0007053219520709586
1701578640.0,discovery,normal,False,0.9987347049360864,0.0012652950639135963
1701578700.0,discovery,collection,False,0.74360061797602,0.25639938202398005
1701578760.0,normal,normal,True,0.9999992898584982,7.101415018251345e-07
1701578820.0,normal,normal,True,0.9999930229621968,6.9770378031686064e-06
1701578880.0,normal,normal,True,0.9998651939860642,0.00013480601393578429
1701578940.0,normal,normal,True,0.9993519823541139,0.0006480176458860676
1701579000.0,normal,normal,True,0.9997576664646878,0.00024233353531222246
1701579060.0,normal,normal,True,0.9988780383865254,0.0011219616134745536
1701579120.0,normal,normal,True,0.9999904021361758,9.597863824151176e-06
1701579180.0,normal,normal,True,0.9999733270150495,2.66729849505154e-05
1701579240.0,normal,normal,True,0.9999985594269336,1.4405730663913374e-06
1701579300.0,normal,normal,True,0.9999212100727679,7.878992723209244e-05
1701579360.0,normal,normal,True,0.999999914496948,8.550305197196906e-08
1701579420.0,normal,normal,True,0.9999201368329106,7.986316708941121e-05
1701579480.0,normal,normal,True,0.9999992227257903,7.772742096623375e-07
1701579540.0,normal,normal,True,0.9987463094921144,0.0012536905078855964
1701579600.0,normal,normal,True,0.9999936698243123,6.330175687740969e-06
1701579660.0,normal,normal,True,0.9999915265569979,8.47344300214381e-06
1701579720.0,normal,normal,True,0.9997455976108978,0.00025440238910223734
1701579780.0,normal,normal,True,0.9999995920541319,4.0794586808612365e-07
1701579840.0,normal,normal,True,0.9999995721867162,4.2781328379870587e-07
1701579900.0,normal,normal,True,0.9999997170040856,2.8299591436908855e-07
1701579960.0,normal,normal,True,0.9870910405783884,0.012908959421611632
1701580020.0,normal,normal,True,0.9999999078203351,9.21796649011597e-08
1701580080.0,normal,normal,True,0.9998533104307116,0.00014668956928842736
1701580140.0,normal,normal,True,0.9999975076457167,2.492354283289977e-06
1701580200.0,normal,normal,True,0.9997883898252349,0.00021161017476512
1701580260.0,normal,normal,True,0.9999988989914671,1.1010085328999608e-06
1701580320.0,normal,normal,True,0.9994424497940471,0.0005575502059529391
1701580380.0,normal,normal,True,0.856227110635961,0.14377288936403898
1701580440.0,normal,normal,True,0.9999956203989576,4.379601042381331e-06
1701580500.0,normal,normal,True,0.9999445422292518,5.5457770748224e-05
1701580560.0,normal,normal,True,0.9937060374034169,0.0062939625965831025
1701580620.0,normal,normal,True,0.999998572907872,1.4270921280257198e-06
1701580680.0,normal,normal,True,0.9999349922635846,6.500773641537894e-05
1701580740.0,normal,normal,True,0.9997973389056987,0.00020266109430133739
1701580800.0,normal,normal,True,0.9998939691086751,0.00010603089132488197
1701580860.0,normal,normal,True,0.9999864969921162,1.350300788383052e-05
1701580920.0,normal,normal,True,0.9996850266268574,0.00031497337314256857
1701580980.0,normal,normal,True,0.9995452783439936,0.0004547216560063516
1701581040.0,normal,normal,True,0.9999920345205385,7.965479461469194e-06
1701581100.0,normal,normal,True,0.9982613261026562,0.0017386738973438343
1701581160.0,normal,normal,True,0.941686817816037,0.058313182183962975
1701581220.0,normal,normal,True,0.9999944234724001,5.576527599915337e-06
1701581280.0,normal,normal,True,0.9993489697931395,0.0006510302068605256
1701581340.0,normal,normal,True,0.999998068891778,1.9311082219974907e-06
1701581400.0,normal,normal,True,0.8746894561401758,0.1253105438598242
1701581460.0,normal,normal,True,0.9999866826476523,1.3317352347663736e-05
1701581520.0,normal,normal,True,0.9935861141210856,0.006413885878914449
1701581580.0,normal,normal,True,0.9999858056057913,1.4194394208688621e-05
1701581640.0,normal,normal,True,0.9999995107110571,4.89288942917554e-07
1701581700.0,discovery,normal,False,0.9999990300894989,9.699105011362619e-07
1701581760.0,discovery,normal,False,0.8885038217736706,0.1114961782263294
1701581820.0,discovery,normal,False,0.9996855872175279,0.0003144127824721288
1701581880.0,normal,normal,True,0.9953092924753377,0.004690707524662274
1701581940.0,normal,normal,True,0.999963990859624,3.600914037604763e-05
1701582000.0,normal,normal,True,0.9998375936682883,0.00016240633171171748
1701582060.0,normal,normal,True,0.9999975691701491,2.4308298508524118e-06
1701582120.0,normal,normal,True,0.9997873522713124,0.00021264772868756499
1701582180.0,normal,normal,True,0.9999718633271056,2.813667289436328e-05
1701582240.0,normal,normal,True,0.9999395526872806,6.044731271936943e-05
1701582300.0,normal,normal,True,0.9999998453700777,1.5462992231096706e-07
1701582360.0,normal,normal,True,0.9997931107366385,0.00020688926336154267
1701582420.0,normal,normal,True,0.9998755207958309,0.00012447920416913671
1701582480.0,normal,normal,True,0.9999992292898696,7.707101303822128e-07
1701582540.0,normal,normal,True,0.9988933774559964,0.0011066225440036215
1701582600.0,normal,normal,True,0.9994871692191508,0.0005128307808491828
1701582660.0,normal,normal,True,0.9999888904597465,1.1109540253517736e-05
1701582720.0,normal,normal,True,0.9999993852371265,6.147628734964883e-07
1701582780.0,normal,normal,True,0.9999906055472595,9.394452740507653e-06
1701582840.0,normal,normal,True,0.999819711397608,0.00018028860239205358
1701582900.0,normal,normal,True,0.9999915988339996,8.40116600042684e-06
1701582960.0,normal,normal,True,0.9942282140181073,0.005771785981892652
1701583020.0,normal,normal,True,0.9999856644564744,1.4335543525589856e-05
1701583080.0,normal,normal,True,0.9999956641656075,4.335834392521498e-06
1701583140.0,normal,normal,True,0.9999970013267515,2.9986732484887924e-06
1701583200.0,normal,normal,True,0.9999764729621323,2.3527037867676626e-05
1701583260.0,normal,normal,True,0.999999243974125,7.560258750149984e-07
1701583320.0,normal,normal,True,0.9310064120836982,0.06899358791630184
1701583380.0,normal,normal,True,0.9999723239195808,2.767608041920333e-05
1701583440.0,normal,normal,True,0.9999747635752265,2.5236424773478205e-05
1701583500.0,normal,normal,True,0.9943783911373656,0.0056216088626344085
1701583560.0,normal,normal,True,0.9999933017352844,6.698264715554458e-06
1701583620.0,normal,normal,True,0.9999915204925482,8.479507451752966e-06
1701583680.0,normal,normal,True,0.9938522363382671,0.0061477636617328635
1701583740.0,normal,normal,True,0.9956185379684064,0.004381462031593619
1701583800.0,normal,normal,True,0.9837084421915663,0.01629155780843372
1701583860.0,normal,normal,True,0.9999690625700068,3.093742999316085e-05
1701583920.0,normal,normal,True,0.9999974204716457,2.579528354251792e-06
1701583980.0,normal,normal,True,0.9998646516000772,0.00013534839992279668
1701584040.0,normal,normal,True,0.987259272008259,0.012740727991740974
1701584100.0,normal,normal,True,0.9999905316968429,9.468303157067481e-06
1701584160.0,normal,normal,True,0.9999750415298834,2.495847011663166e-05
1701584220.0,normal,normal,True,0.9996883983201469,0.00031160167985311293
1701584280.0,normal,normal,True,0.9999061731538333,9.382684616665582e-05
1701584340.0,normal,normal,True,0.9998837164739214,0.00011628352607861991
1701584400.0,normal,normal,True,0.9999992382003325,7.61799667459151e-07
1701584460.0,normal,normal,True,0.9760567180265852,0.023943281973414776
1701584520.0,normal,normal,True,0.9980865169937205,0.0019134830062794705
1701584580.0,normal,normal,True,0.9999961809631271,3.81903687285412e-06
1701584640.0,normal,normal,True,0.9999996609519893,3.3904801066686474e-07
1701584700.0,normal,normal,True,0.9999970879228922,2.9120771077861818e-06
1701584760.0,discovery,normal,False,0.9999806992214707,1.930077852929646e-05
1701584820.0,discovery,normal,False,0.9999718664450791,2.8133554920928283e-05
1701584880.0,normal,normal,True,0.9999995633639612,4.3663603876975543e-07
1701584940.0,normal,normal,True,0.999999697923468,3.020765320105312e-07
1701585000.0,normal,normal,True,0.9999995575443422,4.4245565777867313e-07
1701585060.0,normal,normal,True,0.9999813413073408,1.8658692659156983e-05
1701585120.0,normal,normal,True,0.9999811307953732,1.8869204626792424e-05
1701585180.0,normal,normal,True,0.999998706707629,1.2932923709740862e-06
1701585240.0,normal,normal,True,0.9999895111323782,1.0488867621782916e-05
1701585300.0,normal,normal,True,0.9983322402903385,0.0016677597096614871
1701585360.0,normal,normal,True,0.9999321409182579,6.785908174211652e-05
1701585420.0,normal,normal,True,0.9999991042811381,8.957188618596845e-07
1701585480.0,normal,normal,True,0.9997730633193729,0.00022693668062712113
1701585540.0,normal,normal,True,0.9999920311909675,7.968809032532498e-06
1701585600.0,normal,normal,True,0.998318531551213,0.0016814684487870268
1701585660.0,normal,normal,True,0.9999983589083807,1.641091619264401e-06
