,flow_duration,Header_Length,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ack_count,syn_count,fin_count,rst_count,max_duration,min_duration,average_duration,std_duration,TCP,UDP,ARP,ICMP,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Variance,Weight,flow_idle_time,flow_active_time
ack_flag_number,0.3702584936395502,0.3927530832762505,0.37128163597284414,-0.09622656188371718,-0.09622656188371718,,0.13198555959536473,-0.4301911610596233,-0.03412290340734504,0.26822361559092867,1.0,0.15213049155453903,0.19003092095089522,-0.034122308685442616,0.553866459952855,0.004454257364960075,0.0013036987563412165,0.002922073672872395,0.3340688365665295,0.6983351424787445,-0.6666608649634692,-0.19232706402882005,-0.035936266625855834,-0.06791513611794608,-0.14206622447910952,-0.26216312641019374,-0.29924586571755446,-0.086447977985777,-0.2794022237694866,0.12566075323535314,-0.00043202180662758443,-0.2984586286442263,-0.08681461228834071,0.04352907922301452,0.0031821119647559262,0.14480179955283218,0.3702584936395502
ack_count,0.004922089125741142,0.015656177138663865,0.05065203934904237,-0.04532850263965553,-0.04532850263965553,,0.678731204880319,-0.12115419554006492,0.024906816202765795,-0.3108047461484537,0.15213049155453903,1.0,0.5153746625441178,0.02490625292091891,0.05348768237039303,-0.0052041076742105246,-0.0015178521827130425,-0.0036381376257478763,0.013137026132475048,0.12480621475416291,-0.11914539884889044,-0.03437262625938829,-0.006422517122723687,-0.08605542424729914,-0.09474716578882034,-0.48510425285140696,-0.5383309526512499,-0.40830921903455847,-0.4080584083812221,-0.08201933370989513,0.004813806411003107,-0.5373204654077715,-0.4070853166598312,-0.33405560665055123,0.004907447808486398,-0.09295293441822806,0.004922089125741142
syn_count,-0.5419839876414685,-0.58059212362292,0.11163150274669469,0.46670978118040246,0.46670978118040246,,0.3454784771978037,0.08348881979785328,0.0060796794159544715,-0.28149700980167014,0.19003092095089522,0.5153746625441178,1.0,0.006079809321575871,-0.4881491298408029,-0.014352766222641944,-0.004782555017653234,-0.009843127511737255,-0.546985773052049,0.2797790417723899,-0.267089147661374,-0.07705337796675205,-0.014397405529058114,-0.1308071300965122,-0.08165885304520487,-0.65079987872417,-0.539476346049473,-0.5381744631270766,-0.4678279856106524,-0.24510845248975294,0.005127148623534309,-0.5379410507693059,-0.5358397351109029,-0.16627666631690535,0.004970010652761347,-0.2733193539245144,-0.5419839876414685
fin_count,0.0031896278719973736,0.005683851987075396,-0.05654354160844836,-0.003324437701367504,-0.003324437701367504,,-0.004936779223930368,-0.005016870381554889,0.999999995262882,-0.010032618544606952,-0.034122308685442616,0.02490625292091891,0.006079809321575871,1.0,0.005398315779350273,-0.0009342939297681263,-0.0008593915720948814,-0.0008722141212850529,0.002838229292448887,0.0036658905068690743,-0.0034996172861873325,-0.001009615463049265,-0.0001886464115330565,0.004292909597747059,-0.0362843389889694,0.013455921734992115,0.009983612332346816,0.01548067855949153,-0.024437837887794377,0.002350922433947251,-0.004304055686167787,0.009986675250325283,0.015482241492672003,0.0012905894666783687,-0.0030749138579800233,0.009576773409605537,0.0031896278719973736
rst_count,0.9170820832034454,0.9373733647126572,0.22607317859223128,-0.649989780455699,-0.649989780455699,,-0.006951100906910191,-0.46419827665197055,0.005398330508728677,0.38956965946169075,0.553866459952855,0.05348768237039303,-0.4881491298408029,0.005398315779350273,1.0,0.002098208703785816,-0.010341454190177384,-0.0037077672008560773,0.8970690312309568,0.39916075409460827,-0.3810560823842283,-0.10993205302263948,-0.0205407782211936,0.002342539213984047,-0.0921660236734303,0.1725362835503026,0.008445192796036519,0.2812024259417806,0.026945295338299154,0.3341328706404899,-0.0036169879271605804,0.008006089181203728,0.2792494945479586,0.09698463867490939,0.0007256451322617883,0.37599973957888905,0.9170820832034454
max_duration,0.002717681485703145,0.0027865097333034986,-0.009972947929979457,-0.052921453141630916,-0.052921453141630916,,-0.005420273208118334,-0.0039029086026071344,-0.0009341961294411527,0.005873354928965668,0.004454257364960075,-0.0052041076742105246,-0.014352766222641944,-0.0009342939297681263,0.002098208703785816,1.0,0.9998665354083348,0.9999719297016414,0.007936368490070782,0.005287491304153196,-0.012427585033114117,0.02383644385389023,-0.006069463227150963,0.013619484234290094,-0.006100383705218191,0.012346387251891619,0.012075144835458846,0.012301572224756155,0.003984156513094614,-0.013294441506871615,-0.001325419295948063,0.01199987090386057,0.012345156124941269,0.0027886643536860246,0.002898167411482051,-0.021869867618073927,0.002717681485703145
min_duration,-0.009880807449255506,-0.009147046948176777,-0.01067602155192735,-0.043801032969124895,-0.043801032969124895,,-0.002079242779585926,-0.0005554513110825915,-0.0008592921186361811,0.00011014399077752311,0.0013036987563412165,-0.0015178521827130425,-0.004782555017653234,-0.0008593915720948814,-0.010341454190177384,0.9998665354083348,1.0,0.9999468603088703,-0.004896630667515633,0.003286812518490573,-0.010080421414278404,0.022972932202199196,-0.00607019728396532,0.013457808553471354,-0.005740439882250179,0.007137785662678154,0.008665317305872835,0.006700922495112024,0.0009553853566862883,-0.01777398943991486,-0.0012405720744257294,0.008602867262563584,0.006777076246807741,4.189176795428391e-05,0.0028966887070745974,-0.026629599408245788,-0.009880807449255506
average_duration,-0.003252892595901185,-0.002765154679744349,-0.010339915066434044,-0.048270561282158085,-0.048270561282158085,,-0.003764287327800781,-0.0023556817827745007,-0.0008721156164936207,0.0030837862895366198,0.002922073672872395,-0.0036381376257478763,-0.009843127511737255,-0.0008722141212850529,-0.0037077672008560773,0.9999719297016414,0.9999468603088703,1.0,0.0018453095186979202,0.004262020847873969,-0.011233792559138369,0.023420104658592723,-0.006047748845077419,0.013527959694055515,-0.005896394012396062,0.009802165685259278,0.010385494132333755,0.009579161400436915,0.0025287866597535303,-0.015455324067533369,-0.001292510751282818,0.01031627870188784,0.009638294142241512,0.001449374757797228,0.0028952767751560388,-0.02417128012737191,-0.003252892595901185
std_duration,0.9799770387325585,0.9230918343754188,0.0076516762400818976,-0.8291647957391268,-0.8291647957391268,,-0.05172803501506837,-0.465311679316662,0.0028382299479078996,0.35760766651855996,0.3340688365665295,0.013137026132475048,-0.546985773052049,0.002838229292448887,0.8970690312309568,0.007936368490070782,-0.004896630667515633,0.0018453095186979202,1.0,0.12478266266151361,-0.14933326280826703,0.06285612412937205,0.0034780056498345787,0.026493601656618827,-0.07781706359908674,0.2697640271283405,0.1000225315023053,0.3337268047066828,0.1106398426155149,0.2935538780568904,-0.00019096998831430963,0.09933276730027756,0.3316353578350643,0.10475738996678488,0.0024799071300354372,0.3097498423392692,0.9799770387325585
TCP,0.1747299259558189,0.1866623177894663,0.513843000928425,-0.017711607416435782,-0.017711607416435782,,0.09217015456516586,0.09366546436994137,0.0036658905242348302,0.18730997680985514,0.6983351424787445,0.12480621475416291,0.2797790417723899,0.0036658905068690743,0.39916075409460827,0.005287491304153196,0.003286812518490573,0.004262020847873969,0.12478266266151361,1.0,-0.9546431568618369,-0.27540797008461304,-0.05145991435902805,-0.10135500163369204,-0.15975838929891914,-0.32648866414615496,-0.3061718612952006,-0.10060995344881153,-0.3497101499115767,0.2013978589612047,-0.0014126110346870746,-0.3052204571653841,-0.10017878145750098,0.08976846023737081,0.0014290213097436367,0.2438137335926467,0.1747299259558189
UDP,-0.1434042061075351,-0.15524343547345423,-0.4243037330374492,0.035241413958537714,0.035241413958537714,,-0.08798960732253339,-0.08941709459505073,-0.0034996173027654325,-0.17881418757347758,-0.6666608649634692,-0.11914539884889044,-0.267089147661374,-0.0034996172861873325,-0.3810560823842283,-0.012427585033114117,-0.010080421414278404,-0.011233792559138369,-0.14933326280826703,-0.9546431568618369,1.0,-0.017994660913707397,-0.003362298154460228,0.10953676923737789,0.22522008864324436,0.3451728051519258,0.33779201629567507,0.10179551170458832,0.4022808826674165,-0.21463618361608572,0.0009256902063681379,0.33673199601246917,0.10132407701765352,-0.0935420727299423,-0.0003697836336850897,-0.21473787008020984,-0.1434042061075351
ARP,-0.1222673745688749,-0.12413397851451202,-0.36397933108495406,-0.05444982841627907,-0.05444982841627907,,-0.025384395171177358,-0.0257962154091582,-0.0010096154678319326,-0.05158666048979815,-0.19232706402882005,-0.03437262625938829,-0.07705337796675205,-0.001009615463049265,-0.10993205302263948,0.02383644385389023,0.022972932202199196,0.023420104658592723,0.06285612412937205,-0.27540797008461304,-0.017994660913707397,1.0,-0.0009699998401320444,-0.01318144143053308,-0.19375953065651041,-0.020157236329042316,-0.06389125862456588,0.007576342563399632,-0.12874683935394485,0.017466272820651284,0.0017266769819575638,-0.06366528431575305,0.007647876427915549,-1.0712752927532022e-05,-0.003313883312280635,-0.12423649836305242,-0.1222673745688749
ICMP,-0.0228456301474662,-0.023194404655172713,0.0014504361099827554,-0.003347067966192603,-0.003347067966192603,,-0.004743068260381813,-0.004820016774875775,-0.0001886464124266968,-0.009638955365226676,-0.035936266625855834,-0.006422517122723687,-0.014397405529058114,-0.0001886464115330565,-0.0205407782211936,-0.006069463227150963,-0.00607019728396532,-0.006047748845077419,0.0034780056498345787,-0.05145991435902805,-0.003362298154460228,-0.0009699998401320444,1.0,0.0008718429447464795,0.004480552043955706,0.01801866770053347,0.010234090637575664,0.011981318489673952,0.021303192043623527,-0.007997164262412312,0.00033464427945341553,0.010237102214314711,0.011990591497394914,0.0008007413625972779,-0.0018899517279280557,-0.023213560464731782,-0.0228456301474662
Tot sum,0.029960897894336383,0.09140213833608238,-0.045209560791152424,0.009998587701165615,0.009998587701165615,,-0.0645830415748671,-0.01704280277169587,0.004293869302329322,-0.0027189692364910116,-0.06791513611794608,-0.08605542424729914,-0.1308071300965122,0.004292909597747059,0.002342539213984047,0.013619484234290094,0.013457808553471354,0.013527959694055515,0.026493601656618827,-0.10135500163369204,0.10953676923737789,-0.01318144143053308,0.0008718429447464795,1.0,-0.2482216483502856,0.5547518945909511,0.2797686817776035,0.5096545623557031,0.14238068350771396,0.10956470347974342,0.6612286123123688,0.27964881088009963,0.5080854791554923,0.4973382497174559,0.9037519331316259,-0.003101009167311508,0.029960897894336383
Min,-0.04019279505463804,-0.03892091561423405,-0.082609578834536,0.05301131175974942,0.05301131175974942,,-0.07834708248787493,0.12950907537747156,-0.03628484314002161,0.08605429002387881,-0.14206622447910952,-0.09474716578882034,-0.08165885304520487,-0.0362843389889694,-0.0921660236734303,-0.006100383705218191,-0.005740439882250179,-0.005896394012396062,-0.07781706359908674,-0.15975838929891914,0.22522008864324436,-0.19375953065651041,0.004480552043955706,-0.2482216483502856,1.0,0.0045055212527449155,0.30134157189112276,-0.37101569885957886,0.29306645408366405,-0.06811335326992364,-0.2830370789222442,0.3014025627772978,-0.3713949076556429,-0.4238921359633359,-0.33276995961357314,-0.01877889120545285,-0.04019279505463804
Max,0.27877262138172826,0.3111310286854304,-0.10231871984298826,-0.24882143521867162,-0.24882143521867162,,-0.34697780578233756,-0.029148566519665575,0.013456825492200399,0.24162775100086908,-0.26216312641019374,-0.48510425285140696,-0.65079987872417,0.013455921734992115,0.1725362835503026,0.012346387251891619,0.007137785662678154,0.009802165685259278,0.2697640271283405,-0.32648866414615496,0.3451728051519258,-0.020157236329042316,0.01801866770053347,0.5547518945909511,0.0045055212527449155,1.0,0.7705036434649508,0.7964175110004604,0.5296036230032699,0.16259686856062158,0.27714286672653066,0.76965848451893,0.7950051343336153,0.471434147801676,0.3546656014288007,0.1553665667533235,0.27877262138172826
AVG,0.11763357764833765,0.1452281293242302,-0.08779856304606522,-0.10439161350674526,-0.10439161350674526,,-0.4104133423439684,0.14852029267816105,0.009984488825974894,0.2332570931658889,-0.29924586571755446,-0.5383309526512499,-0.539476346049473,0.009983612332346816,0.008445192796036519,0.012075144835458846,0.008665317305872835,0.010385494132333755,0.1000225315023053,-0.3061718612952006,0.33779201629567507,-0.06389125862456588,0.010234090637575664,0.2797686817776035,0.30134157189112276,0.7705036434649508,1.0,0.5314744487413227,0.5539518294996407,0.04271502798584007,0.034768705101932106,0.9996751007643621,0.5317694331507272,0.2409091873182656,0.04094516649394961,0.06247584851984136,0.11763357764833765
Std,0.3364886643782175,0.3499905542638854,-0.025225572714076303,-0.30293450868907956,-0.30293450868907956,,-0.27496949540713334,-0.08290753298461451,0.015481610437177752,0.22586103141547895,-0.086447977985777,-0.40830921903455847,-0.5381744631270766,0.01548067855949153,0.2812024259417806,0.012301572224756155,0.006700922495112024,0.009579161400436915,0.3337268047066828,-0.10060995344881153,0.10179551170458832,0.007576342563399632,0.011981318489673952,0.5096545623557031,-0.37101569885957886,0.7964175110004604,0.5314744487413227,1.0,0.3133096974260013,0.22046636701035083,0.321826794746863,0.5306775450351655,0.9994099235665883,0.6818117885612963,0.3908996036563834,0.21219396579130506,0.3364886643782175
Tot size,0.14223281764685902,0.1519186889651726,-0.07313636163659164,-0.12098408317580181,-0.12098408317580181,,-0.330360586424682,0.03921469470727878,-0.02443800804944398,0.6731184609050688,-0.2794022237694866,-0.4080584083812221,-0.4678279856106524,-0.024437837887794377,0.026945295338299154,0.003984156513094614,0.0009553853566862883,0.0025287866597535303,0.1106398426155149,-0.3497101499115767,0.4022808826674165,-0.12874683935394485,0.021303192043623527,0.14238068350771396,0.29306645408366405,0.5296036230032699,0.5539518294996407,0.3133096974260013,1.0,0.19840615619676844,-0.002251623140989539,0.5503739352355183,0.3111120062954379,0.10875179897618902,-0.0012009824278543645,0.2531346838654062,0.14223281764685902
IAT,0.2963053631783133,0.2824542095363655,0.09596901567406269,-0.3478562318480868,-0.3478562318480868,,-0.0218153991694049,-0.020160705643661826,0.0023512269657558604,0.32233137239596193,0.12566075323535314,-0.08201933370989513,-0.24510845248975294,0.002350922433947251,0.3341328706404899,-0.013294441506871615,-0.01777398943991486,-0.015455324067533369,0.2935538780568904,0.2013978589612047,-0.21463618361608572,0.017466272820651284,-0.007997164262412312,0.10956470347974342,-0.06811335326992364,0.16259686856062158,0.04271502798584007,0.22046636701035083,0.19840615619676844,1.0,-0.14343665048193976,0.04269027969030079,0.21833095432445243,0.13748099566509298,0.13315768909469441,0.8661245925107014,0.2963053631783133
Number,-0.0007918739536038052,-0.0026162546464895266,-0.006696972379825663,-0.0033188587531376573,-0.0033188587531376573,,0.0022197964031539564,0.0019427105641008444,-0.004303658708938949,-0.00310279768607301,-0.00043202180662758443,0.004813806411003107,0.005127148623534309,-0.004304055686167787,-0.0036169879271605804,-0.001325419295948063,-0.0012405720744257294,-0.001292510751282818,-0.00019096998831430963,-0.0014126110346870746,0.0009256902063681379,0.0017266769819575638,0.00033464427945341553,0.6612286123123688,-0.2830370789222442,0.27714286672653066,0.034768705101932106,0.321826794746863,-0.002251623140989539,-0.14343665048193976,1.0,0.03471567674024115,0.32406299000729716,0.43534626432917156,0.7302778232413353,-0.0008314201491293294,-0.0007918739536038052
Magnitue,0.11686910262624645,0.14458023119881333,-0.087299304762354,-0.10332429393726589,-0.10332429393726589,,-0.40931417853297136,0.14835609693698706,0.009987551801601411,0.23016489924354594,-0.2984586286442263,-0.5373204654077715,-0.5379410507693059,0.009986675250325283,0.008006089181203728,0.01199987090386057,0.008602867262563584,0.01031627870188784,0.09933276730027756,-0.3052204571653841,0.33673199601246917,-0.06366528431575305,0.010237102214314711,0.27964881088009963,0.3014025627772978,0.76965848451893,0.9996751007643621,0.5306775450351655,0.5503739352355183,0.04269027969030079,0.03471567674024115,1.0,0.5313264321257288,0.2409022143041652,0.040847290015520114,0.06084445504956346,0.11686910262624645
Radius,0.3343632342138043,0.34793311944359395,-0.02484682185098379,-0.3010453596247992,-0.3010453596247992,,-0.2738811565266452,-0.08160528200146698,0.01548317334813636,0.22390867054190372,-0.08681461228834071,-0.4070853166598312,-0.5358397351109029,0.015482241492672003,0.2792494945479586,0.012345156124941269,0.006777076246807741,0.009638294142241512,0.3316353578350643,-0.10017878145750098,0.10132407701765352,0.007647876427915549,0.011990591497394914,0.5080854791554923,-0.3713949076556429,0.7950051343336153,0.5317694331507272,0.9994099235665883,0.3111120062954379,0.21833095432445243,0.32406299000729716,0.5313264321257288,1.0,0.6818295540074307,0.38921694313286076,0.21013545948311024,0.3343632342138043
Variance,0.10728995827351093,0.07663174913287346,0.027832023003923245,-0.09854030749895255,-0.09854030749895255,,-0.1845650177579668,-0.028679202846329493,0.001291377809071839,0.1915158439053324,0.04352907922301452,-0.33405560665055123,-0.16627666631690535,0.0012905894666783687,0.09698463867490939,0.0027886643536860246,4.189176795428391e-05,0.001449374757797228,0.10475738996678488,0.08976846023737081,-0.0935420727299423,-1.0712752927532022e-05,0.0008007413625972779,0.4973382497174559,-0.4238921359633359,0.471434147801676,0.2409091873182656,0.6818117885612963,0.10875179897618902,0.13748099566509298,0.43534626432917156,0.2409022143041652,0.6818295540074307,1.0,0.5180758664576323,0.10972761048988344,0.10728995827351093
Weight,0.0027300102228681976,0.001161523534196962,-0.0029131300648790113,-0.0035279041574792992,-0.0035279041574792992,,0.001131659580589439,-0.00210630594789562,-0.003074241343597273,-0.0013115868499758538,0.0031821119647559262,0.004907447808486398,0.004970010652761347,-0.0030749138579800233,0.0007256451322617883,0.002898167411482051,0.0028966887070745974,0.0028952767751560388,0.0024799071300354372,0.0014290213097436367,-0.0003697836336850897,-0.003313883312280635,-0.0018899517279280557,0.9037519331316259,-0.33276995961357314,0.3546656014288007,0.04094516649394961,0.3908996036563834,-0.0012009824278543645,0.13315768909469441,0.7302778232413353,0.040847290015520114,0.38921694313286076,0.5180758664576323,1.0,0.0017494789195531184,0.0027300102228681976
flow_idle_time,0.33990686962987854,0.32345513873656023,0.15340943006923383,-0.388353212885726,-0.388353212885726,,-0.02410081736702199,-0.012310301532730984,0.00957755252970332,0.36471090452579663,0.14480179955283218,-0.09295293441822806,-0.2733193539245144,0.009576773409605537,0.37599973957888905,-0.021869867618073927,-0.026629599408245788,-0.02417128012737191,0.3097498423392692,0.2438137335926467,-0.21473787008020984,-0.12423649836305242,-0.023213560464731782,-0.003101009167311508,-0.01877889120545285,0.1553665667533235,0.06247584851984136,0.21219396579130506,0.2531346838654062,0.8661245925107014,-0.0008314201491293294,0.06084445504956346,0.21013545948311024,0.10972761048988344,0.0017494789195531184,1.0,0.33990686962987854
flow_active_time,1.0,0.9460553846449259,0.07442821198033037,-0.8101142961083889,-0.8101142961083889,,-0.052550265240030175,-0.4617727015906752,0.0031896335792479906,0.37652229279065175,0.3702584936395502,0.004922089125741142,-0.5419839876414685,0.0031896278719973736,0.9170820832034454,0.002717681485703145,-0.009880807449255506,-0.003252892595901185,0.9799770387325585,0.1747299259558189,-0.1434042061075351,-0.1222673745688749,-0.0228456301474662,0.029960897894336383,-0.04019279505463804,0.27877262138172826,0.11763357764833765,0.3364886643782175,0.14223281764685902,0.2963053631783133,-0.0007918739536038052,0.11686910262624645,0.3343632342138043,0.10728995827351093,0.0027300102228681976,0.33990686962987854,1.0
